filename,d,o,rx,ry,rz,left,right
1005268.stl,192.51,50,90,20,0,1005268_d192p51_left.PNG,1005268_d192p51_right.PNG
1005269.stl,463.50,50,80,50,0,1005269_d463p50_left.PNG,1005269_d463p50_right.PNG
1005270.stl,398.00,50,130,40,10,1005270_d398p00_left.PNG,1005270_d398p00_right.PNG
1005271.stl,399.73,50,90,89,0,1005271_d399p73_left.PNG,1005271_d399p73_right.PNG
1005272.stl,162.76,50,90,90,0,1005272_d162p76_left.PNG,1005272_d162p76_right.PNG
1005273.stl,215.08,50,90,110,12,1005273_d215p08_left.PNG,1005273_d215p08_right.PNG
1005275.stl,191.05,50,15,15,15,1005275_d191p05_left.PNG,1005275_d191p05_right.PNG
1005276.stl,649.34,50,10,180,10,1005276_d649p34_left.PNG,1005276_d649p34_right.PNG
1005277.stl,414.08,50,123,321,22,1005277_d414p08_left.PNG,1005277_d414p08_right.PNG
1005278.stl,249.76,50,17,171,17,1005278_d249p76_left.PNG,1005278_d249p76_right.PNG
1005279.stl,209.53,50,12,34,56,1005279_d209p53_left.PNG,1005279_d209p53_right.PNG
1005280.stl,228.86,50,123,321,123,1005280_d228p86_left.PNG,1005280_d228p86_right.PNG
1005281.stl,216.58,50,77,77,77,1005281_d216p58_left.PNG,1005281_d216p58_right.PNG
1005282.stl,388.66,50,0,0,0,1005282_d388p66_left.PNG,1005282_d388p66_right.PNG
1005283.stl,501.52,50,99,-18,53,1005283_d501p52_left.PNG,1005283_d501p52_right.PNG
1005284.stl,391.99,50,28,4,82,1005284_d391p99_left.PNG,1005284_d391p99_right.PNG
1005285.stl,59.26,50,29,10,20,1005285_d59p26_left.PNG,1005285_d59p26_right.PNG
1005286.stl,245.92,50,123,32,33,1005286_d245p92_left.PNG,1005286_d245p92_right.PNG
1005287.stl,511.46,50,64,82,157,1005287_d511p46_left.PNG,1005287_d511p46_right.PNG
1005288.stl,214.47,50,123,456,789,1005288_d214p47_left.PNG,1005288_d214p47_right.PNG
1005289.stl,222.72,50,26.6,8.97,0,1005289_d222p72_left.PNG,1005289_d222p72_right.PNG
1005290.stl,247.03,50,27.86,1.51,0,1005290_d247p03_left.PNG,1005290_d247p03_right.PNG
1005586.stl,1429.44,50,0,0,0,1005586_d1429p44_left.PNG,1005586_d1429p44_right.PNG
1005587.stl,1914.93,50,0,0,0,1005587_d1914p93_left.PNG,1005587_d1914p93_right.PNG
100606.stl,912.15,50,60,50,0,100606_d912p15_left.PNG,100606_d912p15_right.PNG
100638.stl,252.85,50,-18.94,11.79,0,100638_d252p85_left.PNG,100638_d252p85_right.PNG
100639.stl,63.74,50,0,0,0,100639_d63p74_left.PNG,100639_d63p74_right.PNG
100640.stl,746.48,50,28.37,27.06,0,100640_d746p48_left.PNG,100640_d746p48_right.PNG
100641.stl,69.87,50,0,0,0,100641_d69p87_left.PNG,100641_d69p87_right.PNG
100642.stl,150.62,50,0,0,0,100642_d150p62_left.PNG,100642_d150p62_right.PNG
100643.stl,324.48,50,50,50,90,100643_d324p48_left.PNG,100643_d324p48_right.PNG
100644.stl,235.80,50,-21.84,25.54,0,100644_d235p80_left.PNG,100644_d235p80_right.PNG
100645.stl,198.66,50,0,0,0,100645_d198p66_left.PNG,100645_d198p66_right.PNG
100646.stl,405.11,50,0,0,0,100646_d405p11_left.PNG,100646_d405p11_right.PNG
100678.stl,387.08,50,0,0,0,100678_d387p08_left.PNG,100678_d387p08_right.PNG
100682.stl,323.78,50,0,0,0,100682_d323p78_left.PNG,100682_d323p78_right.PNG
100727.stl,115.37,50,0,0,0,100727_d115p37_left.PNG,100727_d115p37_right.PNG
100728.stl,149.11,50,0,0,0,100728_d149p11_left.PNG,100728_d149p11_right.PNG
100729.stl,164.79,50,0,0,0,100729_d164p79_left.PNG,100729_d164p79_right.PNG
100730.stl,108.80,50,0,0,0,100730_d108p80_left.PNG,100730_d108p80_right.PNG
"2016_ Musical bench of Oginsky in Minsk, Belarus_model-9013-1.stl",249.68,50,-142.07,49.59,0,"2016_ Musical bench of Oginsky in Minsk, Belarus_model-9013-1_d249p68_left.PNG","2016_ Musical bench of Oginsky in Minsk, Belarus_model-9013-1_d249p68_right.PNG"
Alexander Nevsky_8010-alley-of-rulers-moscow.stl,654.78,50,-71.2,2.73,0,Alexander Nevsky_8010-alley-of-rulers-moscow_d654p78_left.PNG,Alexander Nevsky_8010-alley-of-rulers-moscow_d654p78_right.PNG
Alexander the Great's Entry into Babylon (Panel 10_10)_a508-j.stl,13095.29,50,-90,0,0,Alexander the Great's Entry into Babylon (Panel 10_10)_a508-j_d13095p29_left.PNG,Alexander the Great's Entry into Babylon (Panel 10_10)_a508-j_d13095p29_right.PNG
Alexis of Russia_8007-alley-of-rulers-moscow.stl,1756.85,50,-44.15,20.41,0,Alexis of Russia_8007-alley-of-rulers-moscow_d1756p85_left.PNG,Alexis of Russia_8007-alley-of-rulers-moscow_d1756p85_right.PNG
Andrey Bogolyubsky_8004-alley-of-rulers-moscow.stl,979.44,50,-37.19,-20.55,0,Andrey Bogolyubsky_8004-alley-of-rulers-moscow_d979p44_left.PNG,Andrey Bogolyubsky_8004-alley-of-rulers-moscow_d979p44_right.PNG
Arthur Ashe monument_arthur-ashe.stl,928.98,50,0,0,0,Arthur Ashe monument_arthur-ashe_d928p98_left.PNG,Arthur Ashe monument_arthur-ashe_d928p98_right.PNG
BoredFrog.stl,703.98,50,0,0,0,BoredFrog_d703p98_left.PNG,BoredFrog_d703p98_right.PNG
Boris Godunov_8009-alley-of-rulers-moscow.stl,1456.23,50,-26.9,24.55,0,Boris Godunov_8009-alley-of-rulers-moscow_d1456p23_left.PNG,Boris Godunov_8009-alley-of-rulers-moscow_d1456p23_right.PNG
Bronze Monument to Adam Mickevich_model-9008.stl,456.38,50,0,0,0,Bronze Monument to Adam Mickevich_model-9008_d456p38_left.PNG,Bronze Monument to Adam Mickevich_model-9008_d456p38_right.PNG
Buddha of Bamiyan (Western)_buddhas-of-bamiyan.stl,2070.75,50,0,0,0,Buddha of Bamiyan (Western)_buddhas-of-bamiyan_d2070p75_left.PNG,Buddha of Bamiyan (Western)_buddhas-of-bamiyan_d2070p75_right.PNG
"Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano.stl",887.61,50,0,0,0,"Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano_d887p61_left.PNG","Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano_d887p61_right.PNG"
Cambay style marble gravestone_bm-islam-stone-cambay-style.stl,597.35,50,0,0,0,Cambay style marble gravestone_bm-islam-stone-cambay-style_d597p35_left.PNG,Cambay style marble gravestone_bm-islam-stone-cambay-style_d597p35_right.PNG
Feodor I of Russia_8011-alley-of-rulers-moscow.stl,868.98,50,0,0,0,Feodor I of Russia_8011-alley-of-rulers-moscow_d868p98_left.PNG,Feodor I of Russia_8011-alley-of-rulers-moscow_d868p98_right.PNG
Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud.stl,781.92,50,0,0,0,Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud_d781p92_left.PNG,Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud_d781p92_right.PNG
Granite tub_vasca-in-granito.stl,438.49,50,-16.15,-0.62,0,Granite tub_vasca-in-granito_d438p49_left.PNG,Granite tub_vasca-in-granito_d438p49_right.PNG
Islamic Figurine of a Lion_bm-islamic-animal-figurine.stl,383.19,50,0,0,0,Islamic Figurine of a Lion_bm-islamic-animal-figurine_d383p19_left.PNG,Islamic Figurine of a Lion_bm-islamic-animal-figurine_d383p19_right.PNG
J. E. B. Stuart Monument_jeb-stuart.stl,1113.79,50,0,0,0,J. E. B. Stuart Monument_jeb-stuart_d1113p79_left.PNG,J. E. B. Stuart Monument_jeb-stuart_d1113p79_right.PNG
Jefferson Davis Memorial_davis-monument.stl,527.66,50,0,0,0,Jefferson Davis Memorial_davis-monument_d527p66_left.PNG,Jefferson Davis Memorial_davis-monument_d527p66_right.PNG
Large_Deep_One_ver4.stl,631.78,50,0,0,0,Large_Deep_One_ver4_d631p78_left.PNG,Large_Deep_One_ver4_d631p78_right.PNG
Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain.stl,1879.56,50,0,0,0,Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain_d1879p56_left.PNG,Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain_d1879p56_right.PNG
"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare.stl",1096.97,50,-90,0,0,"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare_d1096p97_left.PNG","Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare_d1096p97_right.PNG"
Michael of Russia_8008-alley-of-rulers-moscow.stl,1414.30,50,-90,90,0,Michael of Russia_8008-alley-of-rulers-moscow_d1414p30_left.PNG,Michael of Russia_8008-alley-of-rulers-moscow_d1414p30_right.PNG
Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3.stl,512.87,50,-90,0,0,Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3_d512p87_left.PNG,Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3_d512p87_right.PNG
Modern portrait of Tiberius_ritratto-moderno-di-tiberio.stl,996.19,50,-90,0,0,Modern portrait of Tiberius_ritratto-moderno-di-tiberio_d996p19_left.PNG,Modern portrait of Tiberius_ritratto-moderno-di-tiberio_d996p19_right.PNG
Monkey God_monkey-god-sculpture.stl,1216.69,50,-90,0,0,Monkey God_monkey-god-sculpture_d1216p69_left.PNG,Monkey God_monkey-god-sculpture_d1216p69_right.PNG
Monument to Belarussian Artist Jazep Drazdovich_model-9016.stl,206.67,50,-90,0,0,Monument to Belarussian Artist Jazep Drazdovich_model-9016_d206p67_left.PNG,Monument to Belarussian Artist Jazep Drazdovich_model-9016_d206p67_right.PNG
Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1.stl,746.60,50,-90,90,0,Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1_d746p60_left.PNG,Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1_d746p60_right.PNG
Naga from Goa Gajah_goa-gaja-temple-ubud.stl,907.54,50,-90,90,0,Naga from Goa Gajah_goa-gaja-temple-ubud_d907p54_left.PNG,Naga from Goa Gajah_goa-gaja-temple-ubud_d907p54_right.PNG
Nilo Cesarini_nilo-cesarini.stl,424.17,50,-90,0,0,Nilo Cesarini_nilo-cesarini_d424p17_left.PNG,Nilo Cesarini_nilo-cesarini_d424p17_right.PNG
Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno.stl,1092.64,50,0,0,0,Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno_d1092p64_left.PNG,Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno_d1092p64_right.PNG
Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla.stl,614.61,50,0,0,0,Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla_d614p61_left.PNG,Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla_d614p61_right.PNG
Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno.stl,497.05,50,0,0,0,Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno_d497p05_left.PNG,Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno_d497p05_right.PNG
"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation.stl",347.46,50,0,0,0,"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation_d347p46_left.PNG","Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation_d347p46_right.PNG"
Prikurivauchiy_model-9002.stl,215.37,50,0,0,0,Prikurivauchiy_model-9002_d215p37_left.PNG,Prikurivauchiy_model-9002_d215p37_right.PNG
Religious monument in Minsk_model-9018.stl,529.62,50,0,0,0,Religious monument in Minsk_model-9018_d529p62_left.PNG,Religious monument in Minsk_model-9018_d529p62_right.PNG
Sandstone stela inscribed in Meroitic script_bm-meroitic-stela.stl,928.66,50,-3.86,-31.94,0,Sandstone stela inscribed in Meroitic script_bm-meroitic-stela_d928p66_left.PNG,Sandstone stela inscribed in Meroitic script_bm-meroitic-stela_d928p66_right.PNG
Sculpture at the Minsk Children's library_model-9010.stl,523.27,50,-90,3.2,0,Sculpture at the Minsk Children's library_model-9010_d523p27_left.PNG,Sculpture at the Minsk Children's library_model-9010_d523p27_right.PNG
Sculpture of a Lady on a Bench_model-9001.stl,251.96,50,0,0,0,Sculpture of a Lady on a Bench_model-9001_d251p96_left.PNG,Sculpture of a Lady on a Bench_model-9001_d251p96_right.PNG
Sculpture standing over the design plan of the city of Minsk_model-9012.stl,339.53,50,-90,0,0,Sculpture standing over the design plan of the city of Minsk_model-9012_d339p53_left.PNG,Sculpture standing over the design plan of the city of Minsk_model-9012_d339p53_right.PNG
Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow.stl,1537.56,50,-90,45,-10,Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow_d1537p56_left.PNG,Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow_d1537p56_right.PNG
St. Charbel sculpture_model-9004.stl,369.06,50,-90,-90,-90,St. Charbel sculpture_model-9004_d369p06_left.PNG,St. Charbel sculpture_model-9004_d369p06_right.PNG
Statue of Saint George killing the Dragon_model-9003.stl,725.07,50,-90,-90,25,Statue of Saint George killing the Dragon_model-9003_d725p07_left.PNG,Statue of Saint George killing the Dragon_model-9003_d725p07_right.PNG
Statuette of Artemis Ephesia_statuetta-di-artemide-efesia.stl,684.67,50,-90,0,0,Statuette of Artemis Ephesia_statuetta-di-artemide-efesia_d684p67_left.PNG,Statuette of Artemis Ephesia_statuetta-di-artemide-efesia_d684p67_right.PNG
Sviatoslav I_7999-alley-of-rulers-moscow.stl,1288.19,50,-90,0,0,Sviatoslav I_7999-alley-of-rulers-moscow_d1288p19_left.PNG,Sviatoslav I_7999-alley-of-rulers-moscow_d1288p19_right.PNG
The Girl with an Umbrella_model-9000.stl,22.23,50,0,0,0,The Girl with an Umbrella_model-9000_d22p23_left.PNG,The Girl with an Umbrella_model-9000_d22p23_right.PNG
Virgin Mary sculpture_model-9005.stl,469.68,50,-90,0,0,Virgin Mary sculpture_model-9005_d469p68_left.PNG,Virgin Mary sculpture_model-9005_d469p68_right.PNG
Vladimir II Monomakh_8002-alley-of-rulers-moscow.stl,1606.29,50,-90,0,0,Vladimir II Monomakh_8002-alley-of-rulers-moscow_d1606p29_left.PNG,Vladimir II Monomakh_8002-alley-of-rulers-moscow_d1606p29_right.PNG
Vladimir the Great_8000-alley-of-rulers-moscow.stl,822.98,50,-90,0,0,Vladimir the Great_8000-alley-of-rulers-moscow_d822p98_left.PNG,Vladimir the Great_8000-alley-of-rulers-moscow_d822p98_right.PNG
Vsevolod the Big Nest_8005-alley-of-rulers-moscow.stl,2337.06,50,-90,0,0,Vsevolod the Big Nest_8005-alley-of-rulers-moscow_d2337p06_left.PNG,Vsevolod the Big Nest_8005-alley-of-rulers-moscow_d2337p06_right.PNG
Yaroslav the Wise_8001-alley-of-rulers-moscow.stl,835.86,50,-90,0,0,Yaroslav the Wise_8001-alley-of-rulers-moscow_d835p86_left.PNG,Yaroslav the Wise_8001-alley-of-rulers-moscow_d835p86_right.PNG
Youth_model-9006.stl,231.04,50,-90,0,0,Youth_model-9006_d231p04_left.PNG,Youth_model-9006_d231p04_right.PNG
Yuri the Long Hands_8003-alley-of-rulers-moscow.stl,717.02,50,-90,0,0,Yuri the Long Hands_8003-alley-of-rulers-moscow_d717p02_left.PNG,Yuri the Long Hands_8003-alley-of-rulers-moscow_d717p02_right.PNG
piantafanculo_mano.stl,498.28,50,-90,0,0,piantafanculo_mano_d498p28_left.PNG,piantafanculo_mano_d498p28_right.PNG
