filename,d,o,rx,ry,rz,left,right
1005270.stl,398.00,50,130,40,10,1005270_d398p00_left.PNG,1005270_d398p00_right.PNG
1005271.stl,399.73,50,90,89,0,1005271_d399p73_left.PNG,1005271_d399p73_right.PNG
1005272.stl,162.76,50,90,90,0,1005272_d162p76_left.PNG,1005272_d162p76_right.PNG
1005273.stl,215.08,50,90,110,12,1005273_d215p08_left.PNG,1005273_d215p08_right.PNG
1005275.stl,191.05,50,15,15,15,1005275_d191p05_left.PNG,1005275_d191p05_right.PNG
1005276.stl,649.34,50,10,180,10,1005276_d649p34_left.PNG,1005276_d649p34_right.PNG
1005277.stl,414.08,50,123,321,22,1005277_d414p08_left.PNG,1005277_d414p08_right.PNG
1005278.stl,249.76,50,17,171,17,1005278_d249p76_left.PNG,1005278_d249p76_right.PNG
1005279.stl,209.53,50,12,34,56,1005279_d209p53_left.PNG,1005279_d209p53_right.PNG
1005280.stl,228.86,50,123,321,123,1005280_d228p86_left.PNG,1005280_d228p86_right.PNG
1005281.stl,216.58,50,77,77,77,1005281_d216p58_left.PNG,1005281_d216p58_right.PNG
1005282.stl,388.66,50,0,0,0,1005282_d388p66_left.PNG,1005282_d388p66_right.PNG
1005283.stl,501.52,50,99,-18,53,1005283_d501p52_left.PNG,1005283_d501p52_right.PNG
1005284.stl,391.99,50,28,4,82,1005284_d391p99_left.PNG,1005284_d391p99_right.PNG
1005285.stl,59.26,50,29,10,20,1005285_d59p26_left.PNG,1005285_d59p26_right.PNG
1005286.stl,245.92,50,123,32,33,1005286_d245p92_left.PNG,1005286_d245p92_right.PNG
1005287.stl,511.46,50,64,82,157,1005287_d511p46_left.PNG,1005287_d511p46_right.PNG
1005288.stl,214.47,50,123,456,789,1005288_d214p47_left.PNG,1005288_d214p47_right.PNG
1005289.stl,222.72,50,26.6,8.97,0,1005289_d222p72_left.PNG,1005289_d222p72_right.PNG
1005290.stl,247.03,50,27.86,1.51,0,1005290_d247p03_left.PNG,1005290_d247p03_right.PNG
1005586.stl,1429.44,50,0,0,0,1005586_d1429p44_left.PNG,1005586_d1429p44_right.PNG
1005587.stl,1914.93,50,0,0,0,1005587_d1914p93_left.PNG,1005587_d1914p93_right.PNG
100606.stl,912.15,50,60,50,0,100606_d912p15_left.PNG,100606_d912p15_right.PNG
100638.stl,252.85,50,-18.94,11.79,0,100638_d252p85_left.PNG,100638_d252p85_right.PNG
100639.stl,63.74,50,0,0,0,100639_d63p74_left.PNG,100639_d63p74_right.PNG
100640.stl,746.48,50,28.37,27.06,0,100640_d746p48_left.PNG,100640_d746p48_right.PNG
100641.stl,69.87,50,0,0,0,100641_d69p87_left.PNG,100641_d69p87_right.PNG
100642.stl,150.62,50,0,0,0,100642_d150p62_left.PNG,100642_d150p62_right.PNG
100643.stl,324.48,50,50,50,90,100643_d324p48_left.PNG,100643_d324p48_right.PNG
100644.stl,235.80,50,-21.84,25.54,0,100644_d235p80_left.PNG,100644_d235p80_right.PNG
100645.stl,198.66,50,0,0,0,100645_d198p66_left.PNG,100645_d198p66_right.PNG
100646.stl,405.11,50,0,0,0,100646_d405p11_left.PNG,100646_d405p11_right.PNG
100678.stl,387.08,50,0,0,0,100678_d387p08_left.PNG,100678_d387p08_right.PNG
100682.stl,323.78,50,0,0,0,100682_d323p78_left.PNG,100682_d323p78_right.PNG
100727.stl,115.37,50,0,0,0,100727_d115p37_left.PNG,100727_d115p37_right.PNG
100728.stl,149.11,50,0,0,0,100728_d149p11_left.PNG,100728_d149p11_right.PNG
100729.stl,164.79,50,0,0,0,100729_d164p79_left.PNG,100729_d164p79_right.PNG
100730.stl,108.80,50,0,0,0,100730_d108p80_left.PNG,100730_d108p80_right.PNG
