filename,d,o,rx,ry,rz
Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud.stl,781.92,50,0,0,0
Granite tub_vasca-in-granito.stl,438.49,50,-16.15,-0.62,0
Islamic Figurine of a Lion_bm-islamic-animal-figurine.stl,383.19,50,0,0,0
J. E. B. Stuart Monument_jeb-stuart.stl,1113.79,50,0,0,0
Jefferson Davis Memorial_davis-monument.stl,527.66,50,0,0,0
Large_Deep_One_ver4.stl,631.78,50,0,0,0
Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain.stl,1879.56,50,0,0,0
"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare.stl",1096.97,50,-90,0,0
Michael of Russia_8008-alley-of-rulers-moscow.stl,1414.30,50,-90,90,0
Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3.stl,512.87,50,-90,0,0
Modern portrait of Tiberius_ritratto-moderno-di-tiberio.stl,996.19,50,-90,0,0
Monkey God_monkey-god-sculpture.stl,1216.69,50,-90,0,0
Monument to Belarussian Artist Jazep Drazdovich_model-9016.stl,206.67,50,-90,0,0
Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1.stl,746.60,50,-90,90,0
Naga from Goa Gajah_goa-gaja-temple-ubud.stl,907.54,50,-90,90,0
Nilo Cesarini_nilo-cesarini.stl,424.17,50,-90,0,0
Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno.stl,1092.64,50,0,0,0
Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla.stl,614.61,50,0,0,0
Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno.stl,497.05,50,0,0,0
"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation.stl",347.46,50,0,0,0
Prikurivauchiy_model-9002.stl,215.37,50,0,0,0
Religious monument in Minsk_model-9018.stl,529.62,50,0,0,0
Sandstone stela inscribed in Meroitic script_bm-meroitic-stela.stl,928.66,50,-3.86,-31.94,0
Sculpture at the Minsk Children's library_model-9010.stl,523.27,50,-90,3.20,0
Sculpture of a Lady on a Bench_model-9001.stl,251.96,50,0,0,0
Sculpture standing over the design plan of the city of Minsk_model-9012.stl,339.53,50,-90,0,0
Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow.stl,1537.56,50,-90,45,-10
St. Charbel sculpture_model-9004.stl,369.06,50,-90,-90,-90
Statue of Saint George killing the Dragon_model-9003.stl,725.07,50,-90,-90,25
Statuette of Artemis Ephesia_statuetta-di-artemide-efesia.stl,684.67,50,-90,0,0
Sviatoslav I_7999-alley-of-rulers-moscow.stl,1288.19,50,-90,0,0
The Girl with an Umbrella_model-9000.stl,22.23,50,0,0,0
Virgin Mary sculpture_model-9005.stl,469.68,50,-90,0,0
Vladimir II Monomakh_8002-alley-of-rulers-moscow.stl,1606.29,50,-90,0,0
Vladimir the Great_8000-alley-of-rulers-moscow.stl,822.98,50,-90,0,0
Vsevolod the Big Nest_8005-alley-of-rulers-moscow.stl,2337.06,50,-90,0,0
Yaroslav the Wise_8001-alley-of-rulers-moscow.stl,835.86,50,-90,0,0
Youth_model-9006.stl,231.04,50,-90,0,0
Yuri the Long Hands_8003-alley-of-rulers-moscow.stl,717.02,50,-90,0,0
piantafanculo_mano.stl,498.28,50,-90,0,0
