filename,d,o,rx,ry,rz
Naga from Goa Gajah_goa-gaja-temple-ubud.stl,596.1,50,127.30,-23.89,6.33
Nilo Cesarini_nilo-cesarini.stl,762.6,50,99.05,122.92,20.97
Nilo Cesarini_nilo-cesarini.stl,667.3,50,-162.40,-86.49,-23.71
Nilo Cesarini_nilo-cesarini.stl,762.9,50,165.05,26.39,-12.07
Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno.stl,393.4,50,-169.01,64.70,-41.03
Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno.stl,234.6,50,142.74,158.91,-179.92
Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno.stl,753.0,50,157.37,101.74,-169.38
Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla.stl,252.5,50,-86.00,46.28,-177.04
Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla.stl,605.5,50,-135.42,57.42,13.50
Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla.stl,713.7,50,-90.25,134.51,-148.00
Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno.stl,493.7,50,-77.44,122.84,-134.72
Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno.stl,749.8,50,-97.16,76.61,-111.61
Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno.stl,538.6,50,-17.34,70.21,32.54
"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation.stl",574.1,50,-56.92,147.92,-76.12
"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation.stl",381.8,50,-15.42,130.23,70.43
"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation.stl",667.2,50,-127.70,-101.09,58.02
Prikurivauchiy_model-9002.stl,368.0,50,172.28,-75.92,-50.30
Prikurivauchiy_model-9002.stl,165.7,50,103.74,43.60,53.80
Prikurivauchiy_model-9002.stl,613.9,50,-21.34,86.23,162.59
Religious monument in Minsk_model-9018.stl,484.1,50,156.21,-77.97,-152.17
Religious monument in Minsk_model-9018.stl,160.7,50,128.63,162.87,8.30
Religious monument in Minsk_model-9018.stl,718.5,50,170.41,-151.85,72.28
Sandstone stela inscribed in Meroitic script_bm-meroitic-stela.stl,471.9,50,-6.59,-47.88,-71.69
Sandstone stela inscribed in Meroitic script_bm-meroitic-stela.stl,311.2,50,165.97,39.32,170.52
Sandstone stela inscribed in Meroitic script_bm-meroitic-stela.stl,393.2,50,-146.98,72.95,87.43
Sculpture at the Minsk Children's library_model-9010.stl,410.1,50,-110.37,80.96,75.10
Sculpture at the Minsk Children's library_model-9010.stl,183.9,50,59.98,66.30,-93.64
Sculpture at the Minsk Children's library_model-9010.stl,703.1,50,-125.40,-176.94,-112.76
Sculpture of a Lady on a Bench_model-9001.stl,793.6,50,95.40,-81.09,90.94
Sculpture of a Lady on a Bench_model-9001.stl,576.2,50,91.41,147.00,18.98
Sculpture of a Lady on a Bench_model-9001.stl,211.2,50,-93.97,146.78,-163.24
Sculpture standing over the design plan of the city of Minsk_model-9012.stl,579.6,50,126.11,60.81,-134.84
Sculpture standing over the design plan of the city of Minsk_model-9012.stl,431.1,50,-147.06,18.45,-1.16
Sculpture standing over the design plan of the city of Minsk_model-9012.stl,181.1,50,64.46,-45.00,140.94
Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow.stl,492.4,50,-40.46,-93.06,-101.40
Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow.stl,671.2,50,-67.06,-118.28,56.67
Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow.stl,538.8,50,-175.17,-19.04,106.57
St. Charbel sculpture_model-9004.stl,713.7,50,-150.97,-23.53,94.74
St. Charbel sculpture_model-9004.stl,687.5,50,-89.73,66.59,77.04
St. Charbel sculpture_model-9004.stl,299.6,50,64.84,-65.92,-45.91
Statue of Saint George killing the Dragon_model-9003.stl,270.6,50,-113.05,-56.45,179.37
Statue of Saint George killing the Dragon_model-9003.stl,325.0,50,-121.16,-123.49,-36.52
Statue of Saint George killing the Dragon_model-9003.stl,685.5,50,-146.37,-66.92,-161.88
Statuette of Artemis Ephesia_statuetta-di-artemide-efesia.stl,745.8,50,-40.36,-59.44,-176.46
Statuette of Artemis Ephesia_statuetta-di-artemide-efesia.stl,404.7,50,137.73,139.21,-150.69
Statuette of Artemis Ephesia_statuetta-di-artemide-efesia.stl,526.4,50,99.04,137.17,153.45
Sviatoslav I_7999-alley-of-rulers-moscow.stl,364.8,50,-32.65,-175.21,-23.51
Sviatoslav I_7999-alley-of-rulers-moscow.stl,402.0,50,-81.15,90.54,-129.27
Sviatoslav I_7999-alley-of-rulers-moscow.stl,557.0,50,-116.84,-49.83,35.17
The Girl with an Umbrella_model-9000.stl,686.0,50,152.36,-10.24,4.40
The Girl with an Umbrella_model-9000.stl,441.8,50,-95.19,-166.95,48.20
The Girl with an Umbrella_model-9000.stl,726.3,50,66.54,68.95,162.42
Virgin Mary sculpture_model-9005.stl,487.2,50,11.91,8.23,-67.07
Virgin Mary sculpture_model-9005.stl,338.5,50,8.61,59.43,-43.86
Virgin Mary sculpture_model-9005.stl,490.4,50,-12.11,-137.59,36.94
Vladimir II Monomakh_8002-alley-of-rulers-moscow.stl,440.9,50,40.99,10.50,-131.72
Vladimir II Monomakh_8002-alley-of-rulers-moscow.stl,667.5,50,165.98,110.85,-153.55
Vladimir II Monomakh_8002-alley-of-rulers-moscow.stl,383.6,50,-32.88,162.84,-62.56
Vladimir the Great_8000-alley-of-rulers-moscow.stl,552.3,50,77.99,-40.09,-84.32
Vladimir the Great_8000-alley-of-rulers-moscow.stl,691.1,50,-53.61,-40.55,-18.85
Vladimir the Great_8000-alley-of-rulers-moscow.stl,776.5,50,-87.85,-110.59,-113.99
Vsevolod the Big Nest_8005-alley-of-rulers-moscow.stl,558.2,50,143.82,-78.62,-158.64
Vsevolod the Big Nest_8005-alley-of-rulers-moscow.stl,517.8,50,-97.40,-20.67,-80.58
Vsevolod the Big Nest_8005-alley-of-rulers-moscow.stl,462.6,50,136.66,66.97,83.38
Yaroslav the Wise_8001-alley-of-rulers-moscow.stl,284.3,50,96.20,114.69,-121.50
Yaroslav the Wise_8001-alley-of-rulers-moscow.stl,429.3,50,92.12,140.49,0.18
Yaroslav the Wise_8001-alley-of-rulers-moscow.stl,736.1,50,-18.68,-31.22,-88.52
Youth_model-9006.stl,544.9,50,110.10,130.09,-131.69
Youth_model-9006.stl,478.1,50,-22.61,-55.45,28.66
Youth_model-9006.stl,627.4,50,164.24,-42.45,12.19
Yuri the Long Hands_8003-alley-of-rulers-moscow.stl,259.8,50,-153.26,-61.44,118.08
Yuri the Long Hands_8003-alley-of-rulers-moscow.stl,161.6,50,14.54,86.41,175.62
Yuri the Long Hands_8003-alley-of-rulers-moscow.stl,500.8,50,-12.24,43.20,146.25
piantafanculo_mano.stl,643.4,50,98.91,24.52,-147.83
piantafanculo_mano.stl,505.9,50,6.05,-66.96,-56.49
