filename,d,o,rx,ry,rz
1005292.stl,104.44,50,75,0,0
1005292.stl,76.32,50,75,0,0
1005587.stl,318.30,50,0,0,0
1005587.stl,313.50,50,0,0,0
1005587.stl,276.13,50,0,0,0
100606.stl,170.15,50,60,50,0
100606.stl,412.10,50,60,50,0
100606.stl,358.48,50,60,50,0
100641.stl,40.10,50,0,-21,0
100641.stl,38.82,50,0,-21,0
100641.stl,39.39,50,0,-21,0
100642.stl,28.44,50,-18,-31,0
100642.stl,31.88,50,-18,-31,0
100642.stl,41.33,50,-18,-31,0
100644.stl,111.17,50,-21.84,25.54,0
100644.stl,74.61,50,-21.84,25.54,0
100644.stl,71.01,50,-21.84,25.54,0
100678.stl,51.22,50,-48,-71,0
100678.stl,64.01,50,-48,-71,0
100678.stl,39.57,50,-48,-71,0
100682.stl,102.42,50,24,2,63
100682.stl,122.81,50,24,2,63
100682.stl,224.99,50,24,2,63
100727.stl,25.15,50,3,126,0
100727.stl,25.30,50,3,126,0
100727.stl,33.01,50,3,126,0
100729.stl,55.88,50,0,49,0
100729.stl,55.48,50,0,49,0
100729.stl,68.56,50,0,49,0
100730.stl,59.51,50,-72,0,0
100730.stl,62.18,50,-72,0,0
100730.stl,55.80,50,-72,0,0
"2016_ Musical bench of Oginsky in Minsk, Belarus_model-9013-1.stl",70.00,50,-85.07,-95.41,3
"2016_ Musical bench of Oginsky in Minsk, Belarus_model-9013-1.stl",55.74,50,-85.07,-95.41,3
"2016_ Musical bench of Oginsky in Minsk, Belarus_model-9013-1.stl",71.85,50,-85.07,-95.41,3
Alexander Nevsky_8010-alley-of-rulers-moscow.stl,558.09,50,-71.20,2.73,0
Alexander Nevsky_8010-alley-of-rulers-moscow.stl,275.66,50,-71.20,2.73,0
Alexander Nevsky_8010-alley-of-rulers-moscow.stl,328.63,50,-71.20,2.73,0
Alexis of Russia_8007-alley-of-rulers-moscow.stl,519.70,50,-90.15,8.41,0
Alexis of Russia_8007-alley-of-rulers-moscow.stl,473.80,50,-90.15,8.41,0
Alexis of Russia_8007-alley-of-rulers-moscow.stl,608.29,50,-90.15,8.41,0
Andrey Bogolyubsky_8004-alley-of-rulers-moscow.stl,349.64,50,-90.19,-20.55,0
Andrey Bogolyubsky_8004-alley-of-rulers-moscow.stl,592.01,50,-90.19,-20.55,0
Andrey Bogolyubsky_8004-alley-of-rulers-moscow.stl,279.86,50,-90.19,-20.55,0
Arthur Ashe monument_arthur-ashe.stl,133.17,50,-90,0,0
Arthur Ashe monument_arthur-ashe.stl,155.03,50,-90,0,0
Arthur Ashe monument_arthur-ashe.stl,298.57,50,-90,0,0
BoredFrog.stl,118.36,50,0,32,88
BoredFrog.stl,104.88,50,0,32,88
BoredFrog.stl,206.48,50,0,32,88
Boris Godunov_8009-alley-of-rulers-moscow.stl,514.47,50,-2.9,80.55,91
Boris Godunov_8009-alley-of-rulers-moscow.stl,287.39,50,-2.9,80.55,91
Boris Godunov_8009-alley-of-rulers-moscow.stl,234.57,50,-2.9,80.55,91
Bronze Monument to Adam Mickevich_model-9008.stl,269.69,50,-76,-23,0
Bronze Monument to Adam Mickevich_model-9008.stl,223.28,50,-76,-23,0
Bronze Monument to Adam Mickevich_model-9008.stl,369.19,50,-76,-23,0
Buddha of Bamiyan (Western)_buddhas-of-bamiyan.stl,706.26,50,-71,0,0
Buddha of Bamiyan (Western)_buddhas-of-bamiyan.stl,731.62,50,-71,0,0
Buddha of Bamiyan (Western)_buddhas-of-bamiyan.stl,481.70,50,-71,0,0
"Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano.stl",242.36,50,-83,-31,0
"Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano.stl",115.14,50,-83,-31,0
"Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano.stl",158.73,50,-83,-31,0
Feodor I of Russia_8011-alley-of-rulers-moscow.stl,386.28,50,0,91,93
Feodor I of Russia_8011-alley-of-rulers-moscow.stl,312.28,50,0,91,93
Feodor I of Russia_8011-alley-of-rulers-moscow.stl,428.21,50,0,91,93
Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud.stl,188.55,50,-87,-9,2
Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud.stl,308.20,50,-87,-9,2
Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud.stl,303.60,50,-87,-9,2
Granite tub_vasca-in-granito.stl,259.76,50,-60.15,-0.62,0
Granite tub_vasca-in-granito.stl,128.97,50,-60.15,-0.62,0
Granite tub_vasca-in-granito.stl,229.72,50,-60.15,-0.62,0
Islamic Figurine of a Lion_bm-islamic-animal-figurine.stl,149.74,50,-68,0,0
Islamic Figurine of a Lion_bm-islamic-animal-figurine.stl,272.99,50,-68,0,0
Islamic Figurine of a Lion_bm-islamic-animal-figurine.stl,247.70,50,-68,0,0
J. E. B. Stuart Monument_jeb-stuart.stl,147.74,50,-21,-68,298
J. E. B. Stuart Monument_jeb-stuart.stl,186.06,50,-21,-68,298
J. E. B. Stuart Monument_jeb-stuart.stl,232.64,50,-21,-68,298
Jefferson Davis Memorial_davis-monument.stl,167.19,50,-94,-105,0
Jefferson Davis Memorial_davis-monument.stl,289.83,50,-94,-105,0
Jefferson Davis Memorial_davis-monument.stl,297.50,50,-94,-105,0
Large_Deep_One_ver4.stl,185.27,50,-98,-4,0
Large_Deep_One_ver4.stl,112.63,50,-98,-4,0
Large_Deep_One_ver4.stl,189.45,50,-98,-4,0
Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain.stl,348.29,50,-70,-56,0
Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain.stl,341.71,50,-70,-56,0
Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain.stl,476.71,50,-70,-56,0
"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare.stl",263.80,50,-90,0,0
"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare.stl",131.54,50,-90,0,0
"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare.stl",231.65,50,-90,0,0
Michael of Russia_8008-alley-of-rulers-moscow.stl,348.18,50,-90,90,0
Michael of Russia_8008-alley-of-rulers-moscow.stl,337.79,50,-90,90,0
Michael of Russia_8008-alley-of-rulers-moscow.stl,315.20,50,-90,90,0
Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3.stl,249.92,50,-90,0,0
Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3.stl,177.59,50,-90,0,0
Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3.stl,140.30,50,-90,0,0
Modern portrait of Tiberius_ritratto-moderno-di-tiberio.stl,137.88,50,-90,0,0
Modern portrait of Tiberius_ritratto-moderno-di-tiberio.stl,276.12,50,-90,0,0
Modern portrait of Tiberius_ritratto-moderno-di-tiberio.stl,237.81,50,-90,0,0
Monkey God_monkey-god-sculpture.stl,278.71,50,-90,0,0
Monkey God_monkey-god-sculpture.stl,162.61,50,-90,0,0
Monkey God_monkey-god-sculpture.stl,131.56,50,-90,0,0
Monument to Belarussian Artist Jazep Drazdovich_model-9016.stl,64.57,50,-90,0,0
Monument to Belarussian Artist Jazep Drazdovich_model-9016.stl,39.37,50,-90,0,0
Monument to Belarussian Artist Jazep Drazdovich_model-9016.stl,30.03,50,-90,0,0
Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1.stl,142.77,50,-90,90,0
Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1.stl,178.49,50,-90,90,0
Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1.stl,259.00,50,-90,90,0
Naga from Goa Gajah_goa-gaja-temple-ubud.stl,197.22,50,-90,4,0
Naga from Goa Gajah_goa-gaja-temple-ubud.stl,310.16,50,-90,4,0
Naga from Goa Gajah_goa-gaja-temple-ubud.stl,196.11,50,-90,4,0
Nilo Cesarini_nilo-cesarini.stl,168.30,50,-90,0,0
Nilo Cesarini_nilo-cesarini.stl,167.02,50,-90,0,0
Nilo Cesarini_nilo-cesarini.stl,150.23,50,-90,0,0
Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno.stl,250.24,50,0,0,0
Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno.stl,127.28,50,0,0,0
Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno.stl,199.11,50,0,0,0
Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla.stl,169.14,50,0,0,0
Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla.stl,197.63,50,0,0,0
Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla.stl,223.28,50,0,0,0
Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno.stl,173.71,50,0,0,0
Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno.stl,143.94,50,0,0,0
Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno.stl,230.88,50,0,0,0
"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation.stl",193.89,50,0,0,0
"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation.stl",234.63,50,0,0,0
"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation.stl",124.45,50,0,0,0
Prikurivauchiy_model-9002.stl,72.73,50,-93,0,0
Prikurivauchiy_model-9002.stl,77.27,50,-93,0,0
Prikurivauchiy_model-9002.stl,51.98,50,-93,0,0
Sculpture at the Minsk Children's library_model-9010.stl,70.73,50,-90,3.20,0
Sculpture at the Minsk Children's library_model-9010.stl,171.87,50,-90,3.20,0
Sculpture at the Minsk Children's library_model-9010.stl,86.41,50,-90,3.20,0
Sculpture of a Lady on a Bench_model-9001.stl,50.43,50,-86,-7,0
Sculpture of a Lady on a Bench_model-9001.stl,91.85,50,-86,-7,0
Sculpture of a Lady on a Bench_model-9001.stl,74.25,50,-86,-7,0
Sculpture standing over the design plan of the city of Minsk_model-9012.stl,89.82,50,-90,0,0
Sculpture standing over the design plan of the city of Minsk_model-9012.stl,108.95,50,-90,0,0
Sculpture standing over the design plan of the city of Minsk_model-9012.stl,136.90,50,-90,0,0
Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow.stl,346.57,50,-91,269,-2
Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow.stl,415.73,50,-91,269,-2
Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow.stl,354.80,50,-91,269,-2
St. Charbel sculpture_model-9004.stl,93.02,50,-96,-2,-1
St. Charbel sculpture_model-9004.stl,129.51,50,-96,-2,-1
St. Charbel sculpture_model-9004.stl,132.27,50,-96,-2,-1
Statue of Saint George killing the Dragon_model-9003.stl,229.72,50,-88,41,25
Statue of Saint George killing the Dragon_model-9003.stl,201.84,50,-88,41,25
Statue of Saint George killing the Dragon_model-9003.stl,138.05,50,-88,41,25
Statuette of Artemis Ephesia_statuetta-di-artemide-efesia.stl,248.17,50,-90,0,0
Statuette of Artemis Ephesia_statuetta-di-artemide-efesia.stl,283.83,50,-90,0,0
Statuette of Artemis Ephesia_statuetta-di-artemide-efesia.stl,266.37,50,-90,0,0
Sviatoslav I_7999-alley-of-rulers-moscow.stl,276.77,50,-90,0,0
Sviatoslav I_7999-alley-of-rulers-moscow.stl,301.24,50,-90,0,0
Sviatoslav I_7999-alley-of-rulers-moscow.stl,593.80,50,-90,0,0
Virgin Mary sculpture_model-9005.stl,261.99,50,-90,0,0
Virgin Mary sculpture_model-9005.stl,172.93,50,-90,0,0
Virgin Mary sculpture_model-9005.stl,170.14,50,-90,0,0
Vladimir II Monomakh_8002-alley-of-rulers-moscow.stl,399.73,50,-90,0,0
Vladimir II Monomakh_8002-alley-of-rulers-moscow.stl,233.14,50,-90,0,0
Vladimir II Monomakh_8002-alley-of-rulers-moscow.stl,342.40,50,-90,0,0
Vladimir the Great_8000-alley-of-rulers-moscow.stl,149.35,50,-90,0,0
Vladimir the Great_8000-alley-of-rulers-moscow.stl,228.70,50,-90,0,0
Vladimir the Great_8000-alley-of-rulers-moscow.stl,219.66,50,-90,0,0
Vsevolod the Big Nest_8005-alley-of-rulers-moscow.stl,594.65,50,-90,0,0
Vsevolod the Big Nest_8005-alley-of-rulers-moscow.stl,500.18,50,-90,0,0
Vsevolod the Big Nest_8005-alley-of-rulers-moscow.stl,487.17,50,-90,0,0
Yaroslav the Wise_8001-alley-of-rulers-moscow.stl,515.55,50,-90,0,0
Yaroslav the Wise_8001-alley-of-rulers-moscow.stl,337.85,50,-90,0,0
Yaroslav the Wise_8001-alley-of-rulers-moscow.stl,264.00,50,-90,0,0
Youth_model-9006.stl,106.96,50,-90,0,0
Youth_model-9006.stl,154.28,50,-90,0,0
Youth_model-9006.stl,90.55,50,-90,0,0
Yuri the Long Hands_8003-alley-of-rulers-moscow.stl,147.97,50,-90,0,0
Yuri the Long Hands_8003-alley-of-rulers-moscow.stl,193.13,50,-90,0,0
Yuri the Long Hands_8003-alley-of-rulers-moscow.stl,139.18,50,-90,0,0
piantafanculo_mano.stl,123.38,50,-90,0,0
piantafanculo_mano.stl,143.54,50,-90,0,0
piantafanculo_mano.stl,123.45,50,-90,0,0
