filename,d,o,rx,ry,rz
Feodor I of Russia_8011-alley-of-rulers-moscow.stl,453.29,50,-89.35,100.50,0.00
Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud.stl,304.38,50,-76.75,-9.88,0.00
Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud.stl,326.39,50,-76.75,-9.88,0.00
Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud.stl,165.26,50,-76.75,-9.88,0.00
Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud.stl,360.77,50,-76.75,-9.88,0.00
Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud.stl,371.43,50,-76.75,-9.88,0.00
Granite tub_vasca-in-granito.stl,267.87,50,-58.38,3.45,0.00
Granite tub_vasca-in-granito.stl,355.28,50,-58.38,3.45,0.00
Granite tub_vasca-in-granito.stl,280.61,50,-58.38,3.45,0.00
Granite tub_vasca-in-granito.stl,191.58,50,-58.38,3.45,0.00
Granite tub_vasca-in-granito.stl,147.28,50,-58.38,3.45,0.00
Islamic Figurine of a Lion_bm-islamic-animal-figurine.stl,147.11,50,-81.87,30.79,0.00
Islamic Figurine of a Lion_bm-islamic-animal-figurine.stl,264.66,50,-81.87,30.79,0.00
Islamic Figurine of a Lion_bm-islamic-animal-figurine.stl,167.58,50,-81.87,30.79,0.00
Islamic Figurine of a Lion_bm-islamic-animal-figurine.stl,193.27,50,-81.87,30.79,0.00
Islamic Figurine of a Lion_bm-islamic-animal-figurine.stl,348.89,50,-81.87,30.79,0.00
J. E. B. Stuart Monument_jeb-stuart.stl,384.55,50,-93.03,-84.11,0.00
J. E. B. Stuart Monument_jeb-stuart.stl,385.79,50,-93.03,-84.11,0.00
J. E. B. Stuart Monument_jeb-stuart.stl,213.99,50,-93.03,-84.11,0.00
J. E. B. Stuart Monument_jeb-stuart.stl,443.34,50,-93.03,-84.11,0.00
J. E. B. Stuart Monument_jeb-stuart.stl,284.43,50,-93.03,-84.11,0.00
Jefferson Davis Memorial_davis-monument.stl,309.02,50,-88.36,-103.58,0.00
Jefferson Davis Memorial_davis-monument.stl,302.75,50,-88.36,-103.58,0.00
Jefferson Davis Memorial_davis-monument.stl,316.67,50,-88.36,-103.58,0.00
Jefferson Davis Memorial_davis-monument.stl,270.57,50,-88.36,-103.58,0.00
Jefferson Davis Memorial_davis-monument.stl,143.31,50,-88.36,-103.58,0.00
Large_Deep_One_ver4.stl,243.47,50,-85.66,1.25,0.00
Large_Deep_One_ver4.stl,99.31,50,-85.66,1.25,0.00
Large_Deep_One_ver4.stl,200.55,50,-85.66,1.25,0.00
Large_Deep_One_ver4.stl,84.22,50,-85.66,1.25,0.00
Large_Deep_One_ver4.stl,201.24,50,-85.66,1.25,0.00
Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain.stl,503.49,50,-75.28,-48.77,-9.00
Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain.stl,275.06,50,-75.28,-48.77,-9.00
Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain.stl,265.95,50,-75.28,-48.77,-9.00
Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain.stl,197.66,50,-75.28,-48.77,-9.00
Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain.stl,539.79,50,-75.28,-48.77,-9.00
"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare.stl",154.81,50,-80.33,4.37,0.00
"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare.stl",334.68,50,-80.33,4.37,0.00
"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare.stl",290.91,50,-80.33,4.37,0.00
"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare.stl",117.49,50,-80.33,4.37,0.00
"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare.stl",341.54,50,-80.33,4.37,0.00
Michael of Russia_8008-alley-of-rulers-moscow.stl,287.74,50,-90.14,94.43,0.00
Michael of Russia_8008-alley-of-rulers-moscow.stl,564.61,50,-90.14,94.43,0.00
Michael of Russia_8008-alley-of-rulers-moscow.stl,567.82,50,-90.14,94.43,0.00
Michael of Russia_8008-alley-of-rulers-moscow.stl,637.96,50,-90.14,94.43,0.00
Michael of Russia_8008-alley-of-rulers-moscow.stl,454.02,50,-90.14,94.43,0.00
Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3.stl,237.53,50,-81.13,4.06,0.00
Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3.stl,307.36,50,-81.13,4.06,0.00
Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3.stl,307.09,50,-81.13,4.06,0.00
Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3.stl,137.68,50,-81.13,4.06,0.00
Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3.stl,264.53,50,-81.13,4.06,0.00
Modern portrait of Tiberius_ritratto-moderno-di-tiberio.stl,352.35,50,-76.87,6.33,0.00
Modern portrait of Tiberius_ritratto-moderno-di-tiberio.stl,358.59,50,-76.87,6.33,0.00
Modern portrait of Tiberius_ritratto-moderno-di-tiberio.stl,193.24,50,-76.87,6.33,0.00
Modern portrait of Tiberius_ritratto-moderno-di-tiberio.stl,206.83,50,-76.87,6.33,0.00
Modern portrait of Tiberius_ritratto-moderno-di-tiberio.stl,125.70,50,-76.87,6.33,0.00
Monkey God_monkey-god-sculpture.stl,263.99,50,-80.29,13.13,0.00
Monkey God_monkey-god-sculpture.stl,296.30,50,-80.29,13.13,0.00
Monkey God_monkey-god-sculpture.stl,354.60,50,-80.29,13.13,0.00
Monkey God_monkey-god-sculpture.stl,139.12,50,-80.29,13.13,0.00
Monkey God_monkey-god-sculpture.stl,238.72,50,-80.29,13.13,0.00
Monument to Belarussian Artist Jazep Drazdovich_model-9016.stl,78.03,50,-70.44,3.62,0.00
Monument to Belarussian Artist Jazep Drazdovich_model-9016.stl,49.63,50,-70.44,3.62,0.00
Monument to Belarussian Artist Jazep Drazdovich_model-9016.stl,55.38,50,-70.44,3.62,0.00
Monument to Belarussian Artist Jazep Drazdovich_model-9016.stl,62.81,50,-70.44,3.62,0.00
Monument to Belarussian Artist Jazep Drazdovich_model-9016.stl,81.76,50,-70.44,3.62,0.00
Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1.stl,340.55,50,-90.55,94.94,0.00
Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1.stl,185.38,50,-90.55,94.94,0.00
Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1.stl,350.74,50,-90.55,94.94,0.00
Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1.stl,253.35,50,-90.55,94.94,0.00
Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1.stl,327.34,50,-90.55,94.94,0.00
Naga from Goa Gajah_goa-gaja-temple-ubud.stl,387.84,50,-81.23,3.53,0.00
Naga from Goa Gajah_goa-gaja-temple-ubud.stl,211.61,50,-81.23,3.53,0.00
Naga from Goa Gajah_goa-gaja-temple-ubud.stl,273.76,50,-81.23,3.53,0.00
Naga from Goa Gajah_goa-gaja-temple-ubud.stl,430.17,50,-81.23,3.53,0.00
Naga from Goa Gajah_goa-gaja-temple-ubud.stl,397.19,50,-81.23,3.53,0.00
Nilo Cesarini_nilo-cesarini.stl,363.84,50,-93.30,6.12,0.00
Nilo Cesarini_nilo-cesarini.stl,213.72,50,-93.30,6.12,0.00
Nilo Cesarini_nilo-cesarini.stl,370.85,50,-93.30,6.12,0.00
Nilo Cesarini_nilo-cesarini.stl,235.83,50,-93.30,6.12,0.00
Nilo Cesarini_nilo-cesarini.stl,372.48,50,-93.30,6.12,0.00
Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno.stl,161.41,50,0,0,0
Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno.stl,351.51,50,0,0,0
Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno.stl,260.51,50,0,0,0
Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno.stl,299.59,50,0,0,0
Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno.stl,281.54,50,0,0,0
Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla.stl,141.21,50,0,0,0
Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla.stl,339.81,50,0,0,0
Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla.stl,324.64,50,0,0,0
Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla.stl,281.72,50,0,0,0
Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla.stl,134.71,50,0,0,0
Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno.stl,156.15,50,0,0,0
Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno.stl,364.33,50,0,0,0
Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno.stl,296.88,50,0,0,0
Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno.stl,139.69,50,0,0,0
Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno.stl,316.71,50,0,0,0
"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation.stl",247.90,50,0,0,0
"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation.stl",137.25,50,0,0,0
"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation.stl",354.20,50,0,0,0
"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation.stl",267.92,50,0,0,0
"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation.stl",215.42,50,0,0,0
Prikurivauchiy_model-9002.stl,43.41,50,-89.24,20.06,0.00
Prikurivauchiy_model-9002.stl,118.39,50,-89.24,20.06,0.00
Prikurivauchiy_model-9002.stl,39.32,50,-89.24,20.06,0.00
Prikurivauchiy_model-9002.stl,98.28,50,-89.24,20.06,0.00
Prikurivauchiy_model-9002.stl,47.98,50,-89.24,20.06,0.00
Religious monument in Minsk_model-9018.stl,144.78,50,-84.42,-177.44,3.00
Religious monument in Minsk_model-9018.stl,208.77,50,-84.42,-177.44,3.00
Religious monument in Minsk_model-9018.stl,103.38,50,-84.42,-177.44,3.00
Religious monument in Minsk_model-9018.stl,178.54,50,-84.42,-177.44,3.00
Religious monument in Minsk_model-9018.stl,172.41,50,-84.42,-177.44,3.00
Sculpture at the Minsk Children's library_model-9010.stl,198.77,50,-84.70,3.92,0.00
Sculpture at the Minsk Children's library_model-9010.stl,106.59,50,-84.70,3.92,0.00
Sculpture at the Minsk Children's library_model-9010.stl,140.43,50,-84.70,3.92,0.00
Sculpture at the Minsk Children's library_model-9010.stl,96.85,50,-84.70,3.92,0.00
Sculpture at the Minsk Children's library_model-9010.stl,150.99,50,-84.70,3.92,0.00
Sculpture of a Lady on a Bench_model-9001.stl,155.49,50,-85.62,9.17,0.00
Sculpture of a Lady on a Bench_model-9001.stl,142.91,50,-85.62,9.17,0.00
Sculpture of a Lady on a Bench_model-9001.stl,127.14,50,-85.62,9.17,0.00
Sculpture of a Lady on a Bench_model-9001.stl,104.94,50,-85.62,9.17,0.00
Sculpture of a Lady on a Bench_model-9001.stl,156.65,50,-85.62,9.17,0.00
Sculpture standing over the design plan of the city of Minsk_model-9012.stl,151.04,50,-90.81,2.33,0.00
Sculpture standing over the design plan of the city of Minsk_model-9012.stl,189.44,50,-90.81,2.33,0.00
Sculpture standing over the design plan of the city of Minsk_model-9012.stl,213.50,50,-90.81,2.33,0.00
Sculpture standing over the design plan of the city of Minsk_model-9012.stl,166.74,50,-90.81,2.33,0.00
Sculpture standing over the design plan of the city of Minsk_model-9012.stl,169.21,50,-90.81,2.33,0.00
Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow.stl,306.02,50,-90.77,-87.68,0.00
Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow.stl,652.38,50,-90.77,-87.68,0.00
Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow.stl,332.75,50,-90.77,-87.68,0.00
Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow.stl,597.73,50,-90.77,-87.68,0.00
Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow.stl,682.32,50,-90.77,-87.68,0.00
St. Charbel sculpture_model-9004.stl,161.16,50,-97.22,1.04,0.00
St. Charbel sculpture_model-9004.stl,168.59,50,-97.22,1.04,0.00
St. Charbel sculpture_model-9004.stl,163.87,50,-97.22,1.04,0.00
St. Charbel sculpture_model-9004.stl,166.39,50,-97.22,1.04,0.00
St. Charbel sculpture_model-9004.stl,70.63,50,-97.22,1.04,0.00
Statue of Saint George killing the Dragon_model-9003.stl,267.97,50,-91.57,-22.90,0.00
Statue of Saint George killing the Dragon_model-9003.stl,122.47,50,-91.57,-22.90,0.00
Statue of Saint George killing the Dragon_model-9003.stl,184.95,50,-91.57,-22.90,0.00
Statue of Saint George killing the Dragon_model-9003.stl,170.70,50,-91.57,-22.90,0.00
Statue of Saint George killing the Dragon_model-9003.stl,310.58,50,-91.57,-22.90,0.00
Statuette of Artemis Ephesia_statuetta-di-artemide-efesia.stl,206.54,50,-81.30,3.37,0.00
Statuette of Artemis Ephesia_statuetta-di-artemide-efesia.stl,273.08,50,-81.30,3.37,0.00
Statuette of Artemis Ephesia_statuetta-di-artemide-efesia.stl,219.76,50,-81.30,3.37,0.00
Statuette of Artemis Ephesia_statuetta-di-artemide-efesia.stl,283.49,50,-81.30,3.37,0.00
Statuette of Artemis Ephesia_statuetta-di-artemide-efesia.stl,296.02,50,-81.30,3.37,0.00
Sviatoslav I_7999-alley-of-rulers-moscow.stl,602.55,50,-86.82,6.45,0.00
Sviatoslav I_7999-alley-of-rulers-moscow.stl,307.59,50,-86.82,6.45,0.00
Sviatoslav I_7999-alley-of-rulers-moscow.stl,863.74,50,-86.82,6.45,0.00
Sviatoslav I_7999-alley-of-rulers-moscow.stl,768.14,50,-86.82,6.45,0.00
Sviatoslav I_7999-alley-of-rulers-moscow.stl,851.66,50,-86.82,6.45,0.00
The Girl with an Umbrella_model-9000.stl,16.08,50,0.00,0.00,0.00
The Girl with an Umbrella_model-9000.stl,7.23,50,0.00,0.00,0.00
The Girl with an Umbrella_model-9000.stl,14.70,50,0.00,0.00,0.00
The Girl with an Umbrella_model-9000.stl,20.07,50,0.00,0.00,0.00
The Girl with an Umbrella_model-9000.stl,12.19,50,0.00,0.00,0.00
Virgin Mary sculpture_model-9005.stl,141.13,50,-79.29,5.63,0.00
Virgin Mary sculpture_model-9005.stl,240.30,50,-79.29,5.63,0.00
Virgin Mary sculpture_model-9005.stl,340.18,50,-79.29,5.63,0.00
Virgin Mary sculpture_model-9005.stl,142.47,50,-79.29,5.63,0.00
Virgin Mary sculpture_model-9005.stl,191.54,50,-79.29,5.63,0.00
Vladimir II Monomakh_8002-alley-of-rulers-moscow.stl,564.63,50,-81.55,6.72,0.00
Vladimir II Monomakh_8002-alley-of-rulers-moscow.stl,437.15,50,-81.55,6.72,0.00
Vladimir II Monomakh_8002-alley-of-rulers-moscow.stl,440.61,50,-81.55,6.72,0.00
Vladimir II Monomakh_8002-alley-of-rulers-moscow.stl,460.60,50,-81.55,6.72,0.00
Vladimir II Monomakh_8002-alley-of-rulers-moscow.stl,419.06,50,-81.55,6.72,0.00
Vladimir the Great_8000-alley-of-rulers-moscow.stl,240.54,50,-87.34,-0.99,0.00
Vladimir the Great_8000-alley-of-rulers-moscow.stl,247.44,50,-87.34,-0.99,0.00
Vladimir the Great_8000-alley-of-rulers-moscow.stl,188.66,50,-87.34,-0.99,0.00
Vladimir the Great_8000-alley-of-rulers-moscow.stl,372.74,50,-87.34,-0.99,0.00
Vladimir the Great_8000-alley-of-rulers-moscow.stl,213.27,50,-87.34,-0.99,0.00
Vsevolod the Big Nest_8005-alley-of-rulers-moscow.stl,811.11,50,-84.90,14.53,0.00
Vsevolod the Big Nest_8005-alley-of-rulers-moscow.stl,306.49,50,-84.90,14.53,0.00
Vsevolod the Big Nest_8005-alley-of-rulers-moscow.stl,585.87,50,-84.90,14.53,0.00
Vsevolod the Big Nest_8005-alley-of-rulers-moscow.stl,445.52,50,-84.90,14.53,0.00
Vsevolod the Big Nest_8005-alley-of-rulers-moscow.stl,751.24,50,-84.90,14.53,0.00
Yaroslav the Wise_8001-alley-of-rulers-moscow.stl,744.48,50,-78.30,0.65,0.00
Yaroslav the Wise_8001-alley-of-rulers-moscow.stl,740.91,50,-78.30,0.65,0.00
Yaroslav the Wise_8001-alley-of-rulers-moscow.stl,681.97,50,-78.30,0.65,0.00
Yaroslav the Wise_8001-alley-of-rulers-moscow.stl,486.57,50,-78.30,0.65,0.00
Yaroslav the Wise_8001-alley-of-rulers-moscow.stl,560.74,50,-78.30,0.65,0.00
Youth_model-9006.stl,92.75,50,-79.21,-2.88,0.00
Youth_model-9006.stl,95.44,50,-79.21,-2.88,0.00
Youth_model-9006.stl,217.46,50,-79.21,-2.88,0.00
Youth_model-9006.stl,95.43,50,-79.21,-2.88,0.00
Youth_model-9006.stl,107.48,50,-79.21,-2.88,0.00
Yuri the Long Hands_8003-alley-of-rulers-moscow.stl,196.04,50,-90.28,-5.98,0.00
Yuri the Long Hands_8003-alley-of-rulers-moscow.stl,301.05,50,-90.28,-5.98,0.00
Yuri the Long Hands_8003-alley-of-rulers-moscow.stl,139.73,50,-90.28,-5.98,0.00
Yuri the Long Hands_8003-alley-of-rulers-moscow.stl,309.90,50,-90.28,-5.98,0.00
Yuri the Long Hands_8003-alley-of-rulers-moscow.stl,235.36,50,-90.28,-5.98,0.00
piantafanculo_mano.stl,77.21,50,-76.78,4.95,0.00
piantafanculo_mano.stl,73.36,50,-76.78,4.95,0.00
piantafanculo_mano.stl,211.23,50,-76.78,4.95,0.00
piantafanculo_mano.stl,74.31,50,-76.78,4.95,0.00
piantafanculo_mano.stl,202.82,50,-76.78,4.95,0.00
