filename,d,o,rx,ry,rz
1004825.stl,49.59,50,90,15,0
1004825.stl,47.59,50,90,15,0
1004825.stl,43.85,50,90,15,0
1004826.stl,105.42,50,5,19,18
1004826.stl,66.42,50,5,19,18
1004826.stl,107.58,50,5,19,18
1004827.stl,76.72,50,27.53,16.95,0
1004827.stl,162.03,50,27.53,16.95,0
1004827.stl,120.07,50,27.53,16.95,0
100500.stl,137.30,50,28.14,23,0
100500.stl,144.87,50,28.14,23,0
100500.stl,166.20,50,28.14,23,0
100506.stl,174.23,50,0,0,0
100506.stl,287.92,50,0,0,0
100506.stl,419.77,50,0,0,0
1005266.stl,64.18,50,90,2,172
1005266.stl,139.57,50,90,2,172
1005266.stl,78.28,50,90,2,172
1005267.stl,140.65,50,90,-5,0
1005267.stl,69.79,50,90,-5,0
1005267.stl,119.13,50,90,-5,0
1005268.stl,73.67,50,90,20,0
1005268.stl,77.11,50,90,20,0
1005268.stl,131.98,50,90,20,0
1005269.stl,62.62,50,80,-9,0
1005269.stl,95.50,50,80,-9,0
1005269.stl,75.95,50,80,-9,0
1005270.stl,175.72,50,96,12,14
1005270.stl,114.47,50,96,12,14
1005270.stl,108.01,50,96,12,14
1005271.stl,117.49,50,88,7,0
1005271.stl,168.01,50,88,7,0
1005271.stl,81.76,50,88,7,0
1005272.stl,85.61,50,90,1,159
1005272.stl,81.35,50,90,1,159
1005272.stl,169.77,50,90,1,159
1005273.stl,71.80,50,90,10,2
1005273.stl,130.68,50,90,10,2
1005273.stl,179.64,50,90,10,2
1005275.stl,166.65,50,69,-11,0
1005275.stl,145.38,50,69,-11,0
1005275.stl,146.43,50,69,-11,0
1005276.stl,122.24,50,87,0,13
1005276.stl,168.07,50,87,0,13
1005276.stl,77.03,50,87,0,13
1005277.stl,75.46,50,111,353,22
1005277.stl,58.45,50,111,353,22
1005277.stl,129.43,50,111,353,22
1005278.stl,113.72,50,90,1,12
1005278.stl,90.53,50,90,1,12
1005278.stl,90.82,50,90,1,12
1005279.stl,76.28,50,102,4,192
1005279.stl,142.68,50,102,4,192
1005279.stl,67.66,50,102,4,192
1005280.stl,119.65,50,118,366,187
1005280.stl,70.36,50,118,366,187
1005280.stl,135.99,50,118,366,187
1005281.stl,130.75,50,74,18,161
1005281.stl,93.18,50,74,18,161
1005281.stl,110.45,50,74,18,161
1005282.stl,176.07,50,-85,163,0
1005282.stl,55.52,50,-85,163,0
1005282.stl,118.80,50,-85,163,0
1005283.stl,107.36,50,67,1,0
1005283.stl,170.57,50,67,1,0
1005283.stl,179.62,50,67,1,0
1005284.stl,162.16,50,52,18,163
1005284.stl,109.37,50,52,18,163
1005284.stl,132.53,50,52,18,163
1005285.stl,9.02,50,29,10,20
1005285.stl,25.57,50,29,10,20
1005285.stl,16.65,50,29,10,20
1005286.stl,175.97,50,110,-7,166
1005286.stl,131.01,50,110,-7,166
1005286.stl,142.09,50,110,-7,166
1005287.stl,59.85,50,64,34,157
1005287.stl,61.47,50,64,34,157
1005287.stl,109.98,50,64,34,157
1005288.stl,130.68,50,63,0,0
1005288.stl,86.78,50,63,0,0
1005288.stl,116.97,50,63,0,0
1005289.stl,184.60,50,62.6,8.97,0
1005289.stl,93.25,50,62.6,8.97,0
1005289.stl,120.49,50,62.6,8.97,0
1005290.stl,185.19,50,62.86,-14.49,0
1005290.stl,70.00,50,62.86,-14.49,0
1005290.stl,101.89,50,62.86,-14.49,0
1005587.stl,562.74,50,0,0,0
1005587.stl,618.78,50,0,0,0
1005587.stl,340.56,50,0,0,0
100606.stl,273.35,50,56,23,0
100606.stl,206.31,50,56,23,0
100606.stl,197.57,50,56,23,0
100638.stl,28.33,50,-20.94,-4.21,0
100638.stl,59.57,50,-20.94,-4.21,0
100638.stl,82.43,50,-20.94,-4.21,0
100639.stl,18.40,50,0,0,0
100639.stl,51.29,50,0,0,0
100639.stl,28.78,50,0,0,0
100640.stl,345.58,50,28.37,27.06,0
100640.stl,403.22,50,28.37,27.06,0
100640.stl,231.36,50,28.37,27.06,0
100641.stl,42.18,50,0,0,0
100641.stl,33.65,50,0,0,0
100641.stl,38.64,50,0,0,0
100642.stl,38.59,50,0,0,0
100642.stl,19.28,50,0,0,0
100642.stl,27.95,50,0,0,0
100643.stl,176.07,50,56,13,115
100643.stl,76.97,50,56,13,115
100643.stl,203.70,50,56,13,115
100644.stl,169.65,50,-21.84,25.54,0
100644.stl,155.83,50,-21.84,25.54,0
100644.stl,115.35,50,-21.84,25.54,0
100645.stl,146.82,50,44.73,10.82,0
100645.stl,83.34,50,44.73,10.82,0
100645.stl,107.37,50,44.73,10.82,0
100646.stl,96.50,50,0,0,0
100646.stl,134.44,50,0,0,0
100646.stl,151.66,50,0,0,0
100678.stl,116.14,50,24.64,-10.07,0
100678.stl,71.60,50,24.64,-10.07,0
100678.stl,47.50,50,24.64,-10.07,0
100682.stl,152.92,50,-12.26,19.45,0
100682.stl,244.51,50,-12.26,19.45,0
100682.stl,101.62,50,-12.26,19.45,0
100727.stl,33.75,50,19.93,22.37,0
100727.stl,45.25,50,19.93,22.37,0
100727.stl,23.55,50,19.93,22.37,0
100728.stl,69.61,50,0,0,0
100728.stl,44.58,50,0,0,0
100728.stl,34.99,50,0,0,0
100729.stl,76.85,50,0,0,0
100729.stl,34.06,50,0,0,0
100729.stl,69.21,50,0,0,0
100730.stl,79.16,50,0,0,0
100730.stl,33.68,50,0,0,0
100730.stl,33.57,50,0,0,0
"2016_ Musical bench of Oginsky in Minsk, Belarus_model-9013-1.stl",70.82,50,-142.07,49.59,0
"2016_ Musical bench of Oginsky in Minsk, Belarus_model-9013-1.stl",108.50,50,-142.07,49.59,0
"2016_ Musical bench of Oginsky in Minsk, Belarus_model-9013-1.stl",151.60,50,-142.07,49.59,0
Alexander Nevsky_8010-alley-of-rulers-moscow.stl,367.30,50,-71.2,2.73,0
Alexander Nevsky_8010-alley-of-rulers-moscow.stl,781.60,50,-71.2,2.73,0
Alexander Nevsky_8010-alley-of-rulers-moscow.stl,396.97,50,-71.2,2.73,0
Alexander the Great's Entry into Babylon (Panel 10_10)_a508-j.stl,3200.77,50,-90,0,0
Alexander the Great's Entry into Babylon (Panel 10_10)_a508-j.stl,4058.82,50,-90,0,0
Alexander the Great's Entry into Babylon (Panel 10_10)_a508-j.stl,3490.87,50,-90,0,0
Alexis of Russia_8007-alley-of-rulers-moscow.stl,501.22,50,-80.15,-3.59,12
Alexis of Russia_8007-alley-of-rulers-moscow.stl,825.63,50,-80.15,-3.59,12
Alexis of Russia_8007-alley-of-rulers-moscow.stl,533.03,50,-80.15,-3.59,12
Andrey Bogolyubsky_8004-alley-of-rulers-moscow.stl,533.73,50,-90.19,-20.55,0
Andrey Bogolyubsky_8004-alley-of-rulers-moscow.stl,460.23,50,-90.19,-20.55,0
Andrey Bogolyubsky_8004-alley-of-rulers-moscow.stl,371.25,50,-90.19,-20.55,0
Arthur Ashe monument_arthur-ashe.stl,421.41,50,-79.49,-1.18,0
Arthur Ashe monument_arthur-ashe.stl,319.96,50,-79.49,-1.18,0
Arthur Ashe monument_arthur-ashe.stl,294.38,50,-79.49,-1.18,0
BoredFrog.stl,170.38,50,-61.87,10.26,0
BoredFrog.stl,110.94,50,-61.87,10.26,0
BoredFrog.stl,187.88,50,-61.87,10.26,0
Boris Godunov_8009-alley-of-rulers-moscow.stl,405.60,50,-47.93,80.54,36
Boris Godunov_8009-alley-of-rulers-moscow.stl,271.34,50,-47.93,80.54,36
Boris Godunov_8009-alley-of-rulers-moscow.stl,338.04,50,-47.93,80.54,36
Bronze Monument to Adam Mickevich_model-9008.stl,285.22,50,-95.4,-0.3,0
Bronze Monument to Adam Mickevich_model-9008.stl,164.26,50,-95.4,-0.3,0
Bronze Monument to Adam Mickevich_model-9008.stl,414.44,50,-95.4,-0.3,0
Buddha of Bamiyan (Western)_buddhas-of-bamiyan.stl,857.09,50,-76.11,0.59,0
Buddha of Bamiyan (Western)_buddhas-of-bamiyan.stl,688.86,50,-76.11,0.59,0
Buddha of Bamiyan (Western)_buddhas-of-bamiyan.stl,445.99,50,-76.11,0.59,0
"Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano.stl",362.30,50,-87.56,-18.76,0
"Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano.stl",308.09,50,-87.56,-18.76,0
"Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano.stl",221.96,50,-87.56,-18.76,0
Cambay style marble gravestone_bm-islam-stone-cambay-style.stl,161.92,50,0,0,0
Cambay style marble gravestone_bm-islam-stone-cambay-style.stl,152.27,50,0,0,0
Cambay style marble gravestone_bm-islam-stone-cambay-style.stl,272.83,50,0,0,0
Feodor I of Russia_8011-alley-of-rulers-moscow.stl,623.82,50,-85.51,98.26,0
Feodor I of Russia_8011-alley-of-rulers-moscow.stl,454.98,50,-85.51,98.26,0
Feodor I of Russia_8011-alley-of-rulers-moscow.stl,416.91,50,-85.51,98.26,0
Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud.stl,202.61,50,-89.66,-8.6,0
Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud.stl,425.73,50,-89.66,-8.6,0
Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud.stl,309.05,50,-89.66,-8.6,0
Granite tub_vasca-in-granito.stl,372.23,50,-61.2,-4.06,0
Granite tub_vasca-in-granito.stl,236.70,50,-61.2,-4.06,0
Granite tub_vasca-in-granito.stl,277.37,50,-61.2,-4.06,0
Islamic Figurine of a Lion_bm-islamic-animal-figurine.stl,183.89,50,-47.82,-1.57,0
Islamic Figurine of a Lion_bm-islamic-animal-figurine.stl,269.42,50,-47.82,-1.57,0
Islamic Figurine of a Lion_bm-islamic-animal-figurine.stl,212.27,50,-47.82,-1.57,0
J. E. B. Stuart Monument_jeb-stuart.stl,148.03,50,-86.63,-73.68,0
J. E. B. Stuart Monument_jeb-stuart.stl,455.81,50,-86.63,-73.68,0
J. E. B. Stuart Monument_jeb-stuart.stl,472.73,50,-86.63,-73.68,0
Jefferson Davis Memorial_davis-monument.stl,218.70,50,-105.31,-72.18,0
Jefferson Davis Memorial_davis-monument.stl,254.02,50,-105.31,-72.18,0
Jefferson Davis Memorial_davis-monument.stl,389.53,50,-105.31,-72.18,0
Large_Deep_One_ver4.stl,92.85,50,-57.36,-1.97,0
Large_Deep_One_ver4.stl,209.75,50,-57.36,-1.97,0
Large_Deep_One_ver4.stl,174.56,50,-57.36,-1.97,0
Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain.stl,514.62,50,-59.31,-29.93,0
Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain.stl,344.30,50,-59.31,-29.93,0
Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain.stl,273.55,50,-59.31,-29.93,0
"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare.stl",358.13,50,-90,0,0
"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare.stl",305.72,50,-90,0,0
"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare.stl",356.89,50,-90,0,0
Michael of Russia_8008-alley-of-rulers-moscow.stl,667.46,50,-90,90,0
Michael of Russia_8008-alley-of-rulers-moscow.stl,293.77,50,-90,90,0
Michael of Russia_8008-alley-of-rulers-moscow.stl,625.69,50,-90,90,0
Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3.stl,190.66,50,-90,0,0
Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3.stl,194.85,50,-90,0,0
Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3.stl,290.77,50,-90,0,0
Modern portrait of Tiberius_ritratto-moderno-di-tiberio.stl,287.90,50,-90,0,0
Modern portrait of Tiberius_ritratto-moderno-di-tiberio.stl,147.97,50,-90,0,0
Modern portrait of Tiberius_ritratto-moderno-di-tiberio.stl,124.00,50,-90,0,0
Monkey God_monkey-god-sculpture.stl,203.11,50,-90,0,0
Monkey God_monkey-god-sculpture.stl,270.88,50,-90,0,0
Monkey God_monkey-god-sculpture.stl,257.32,50,-90,0,0
Monument to Belarussian Artist Jazep Drazdovich_model-9016.stl,54.23,50,-90,0,0
Monument to Belarussian Artist Jazep Drazdovich_model-9016.stl,62.75,50,-90,0,0
Monument to Belarussian Artist Jazep Drazdovich_model-9016.stl,60.48,50,-90,0,0
Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1.stl,285.84,50,-90,90,0
Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1.stl,284.41,50,-90,90,0
Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1.stl,120.62,50,-90,90,0
Naga from Goa Gajah_goa-gaja-temple-ubud.stl,180.00,50,-93.2,16.83,0
Naga from Goa Gajah_goa-gaja-temple-ubud.stl,148.74,50,-93.2,16.83,0
Naga from Goa Gajah_goa-gaja-temple-ubud.stl,342.93,50,-93.2,16.83,0
Nilo Cesarini_nilo-cesarini.stl,140.70,50,-90,0,0
Nilo Cesarini_nilo-cesarini.stl,281.85,50,-90,0,0
Nilo Cesarini_nilo-cesarini.stl,142.04,50,-90,0,0
Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno.stl,142.28,50,0,0,0
Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno.stl,244.45,50,0,0,0
Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno.stl,320.49,50,0,0,0
Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla.stl,241.72,50,0,0,0
Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla.stl,167.29,50,0,0,0
Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla.stl,242.55,50,0,0,0
Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno.stl,343.32,50,0,0,0
Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno.stl,245.45,50,0,0,0
Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno.stl,234.33,50,0,0,0
"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation.stl",121.79,50,0,0,0
"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation.stl",257.24,50,0,0,0
"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation.stl",341.23,50,0,0,0
Prikurivauchiy_model-9002.stl,70.51,50,-54.47,-2.01,0
Prikurivauchiy_model-9002.stl,49.94,50,-54.47,-2.01,0
Prikurivauchiy_model-9002.stl,71.08,50,-54.47,-2.01,0
Religious monument in Minsk_model-9018.stl,96.21,50,-51.15,-15.39,0
Religious monument in Minsk_model-9018.stl,164.33,50,-51.15,-15.39,0
Religious monument in Minsk_model-9018.stl,109.74,50,-51.15,-15.39,0
Sandstone stela inscribed in Meroitic script_bm-meroitic-stela.stl,354.90,50,-3.86,-31.94,0
Sandstone stela inscribed in Meroitic script_bm-meroitic-stela.stl,312.35,50,-3.86,-31.94,0
Sandstone stela inscribed in Meroitic script_bm-meroitic-stela.stl,181.17,50,-3.86,-31.94,0
Sculpture at the Minsk Children's library_model-9010.stl,72.96,50,-90,3.2,0
Sculpture at the Minsk Children's library_model-9010.stl,84.75,50,-90,3.2,0
Sculpture at the Minsk Children's library_model-9010.stl,161.61,50,-90,3.2,0
Sculpture of a Lady on a Bench_model-9001.stl,132.10,50,-75.98,-8.57,0
Sculpture of a Lady on a Bench_model-9001.stl,92.58,50,-75.98,-8.57,0
Sculpture of a Lady on a Bench_model-9001.stl,73.64,50,-75.98,-8.57,0
Sculpture standing over the design plan of the city of Minsk_model-9012.stl,95.98,50,-90,0,0
Sculpture standing over the design plan of the city of Minsk_model-9012.stl,219.31,50,-90,0,0
Sculpture standing over the design plan of the city of Minsk_model-9012.stl,126.09,50,-90,0,0
Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow.stl,560.30,50,-110.36,-82.02,16
Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow.stl,405.98,50,-110.36,-82.02,16
Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow.stl,405.48,50,-110.36,-82.02,16
St. Charbel sculpture_model-9004.stl,126.42,50,-57.14,20.01,-23
St. Charbel sculpture_model-9004.stl,177.52,50,-57.14,20.01,-23
St. Charbel sculpture_model-9004.stl,167.26,50,-57.14,20.01,-23
Statue of Saint George killing the Dragon_model-9003.stl,271.15,50,-90,-90,25
Statue of Saint George killing the Dragon_model-9003.stl,103.33,50,-90,-90,25
Statue of Saint George killing the Dragon_model-9003.stl,220.53,50,-90,-90,25
Statuette of Artemis Ephesia_statuetta-di-artemide-efesia.stl,365.60,50,-90,0,0
Statuette of Artemis Ephesia_statuetta-di-artemide-efesia.stl,302.28,50,-90,0,0
Statuette of Artemis Ephesia_statuetta-di-artemide-efesia.stl,341.34,50,-90,0,0
Sviatoslav I_7999-alley-of-rulers-moscow.stl,658.07,50,-90,0,0
Sviatoslav I_7999-alley-of-rulers-moscow.stl,356.40,50,-90,0,0
Sviatoslav I_7999-alley-of-rulers-moscow.stl,476.25,50,-90,0,0
The Girl with an Umbrella_model-9000.stl,10.61,50,0,0,0
The Girl with an Umbrella_model-9000.stl,6.92,50,0,0,0
The Girl with an Umbrella_model-9000.stl,21.04,50,0,0,0
Virgin Mary sculpture_model-9005.stl,158.21,50,-90,0,0
Virgin Mary sculpture_model-9005.stl,197.15,50,-90,0,0
Virgin Mary sculpture_model-9005.stl,273.46,50,-90,0,0
Vladimir II Monomakh_8002-alley-of-rulers-moscow.stl,486.40,50,-90,0,0
Vladimir II Monomakh_8002-alley-of-rulers-moscow.stl,319.54,50,-90,0,0
Vladimir II Monomakh_8002-alley-of-rulers-moscow.stl,585.33,50,-90,0,0
Vladimir the Great_8000-alley-of-rulers-moscow.stl,261.44,50,-90,0,0
Vladimir the Great_8000-alley-of-rulers-moscow.stl,354.09,50,-90,0,0
Vladimir the Great_8000-alley-of-rulers-moscow.stl,116.05,50,-90,0,0
Vsevolod the Big Nest_8005-alley-of-rulers-moscow.stl,642.93,50,-90,0,0
Vsevolod the Big Nest_8005-alley-of-rulers-moscow.stl,518.64,50,-90,0,0
Vsevolod the Big Nest_8005-alley-of-rulers-moscow.stl,553.30,50,-90,0,0
Yaroslav the Wise_8001-alley-of-rulers-moscow.stl,686.81,50,-90,0,0
Yaroslav the Wise_8001-alley-of-rulers-moscow.stl,387.85,50,-90,0,0
Yaroslav the Wise_8001-alley-of-rulers-moscow.stl,530.50,50,-90,0,0
Youth_model-9006.stl,193.47,50,-90,0,0
Youth_model-9006.stl,88.80,50,-90,0,0
Youth_model-9006.stl,138.35,50,-90,0,0
Yuri the Long Hands_8003-alley-of-rulers-moscow.stl,133.97,50,-90,0,0
Yuri the Long Hands_8003-alley-of-rulers-moscow.stl,149.22,50,-90,0,0
Yuri the Long Hands_8003-alley-of-rulers-moscow.stl,175.25,50,-90,0,0
piantafanculo_mano.stl,125.64,50,-90,0,0
piantafanculo_mano.stl,195.45,50,-90,0,0
piantafanculo_mano.stl,83.41,50,-90,0,0
