filename,d,o,rx,ry,rz,left,right
1004824.stl,171.79794449959445,50,-86.6,-24.83,0,,
1004825.stl,30.620462821989285,50,90,15,0,1004825_d30p62_left.PNG,1004825_d30p62_right.PNG
1004826.stl,53.87321578997184,50,5,19,18,1004826_d53p87_left.PNG,1004826_d53p87_right.PNG
1004827.stl,89.31246502058863,50,27.53,16.95,0,,
100500.stl,181.093226315263,50,28.14,23,0,100500_d181p09_left.PNG,100500_d181p09_right.PNG
100506.stl,279.57420250648806,50,0,0,0,,
1005266.stl,97.16624347497546,50,90,2,172,1005266_d97p17_left.PNG,1005266_d97p17_right.PNG
1005267.stl,88.51786545631005,50,90,-5,0,1005267_d88p52_left.PNG,1005267_d88p52_right.PNG
1005268.stl,91.0765147393026,50,90,20,0,1005268_d91p08_left.PNG,1005268_d91p08_right.PNG
1005269.stl,79.53071191990237,50,80,-9,0,1005269_d79p53_left.PNG,1005269_d79p53_right.PNG
1005270.stl,91.437910298197,50,96,12,14,1005270_d91p44_left.PNG,1005270_d91p44_right.PNG
1005271.stl,92.1905115235546,50,88,7,0,1005271_d92p19_left.PNG,1005271_d92p19_right.PNG
1005272.stl,90.99137466833938,50,90,1,159,1005272_d90p99_left.PNG,1005272_d90p99_right.PNG
1005273.stl,92.27759075906545,50,90,10,2,1005273_d92p28_left.PNG,1005273_d92p28_right.PNG
1005275.stl,89.13216093832624,50,69,-11,0,1005275_d89p13_left.PNG,1005275_d89p13_right.PNG
1005276.stl,109.88808737978005,50,87,0,13,1005276_d109p89_left.PNG,1005276_d109p89_right.PNG
1005277.stl,95.34097821812732,50,111,353,22,1005277_d95p34_left.PNG,1005277_d95p34_right.PNG
1005278.stl,99.26561421998365,50,90,1,12,1005278_d99p27_left.PNG,1005278_d99p27_right.PNG
1005279.stl,96.60003722248868,50,102,4,192,1005279_d96p60_left.PNG,1005279_d96p60_right.PNG
1005280.stl,91.81603652048842,50,118,366,187,1005280_d91p82_left.PNG,1005280_d91p82_right.PNG
1005281.stl,89.28139539730344,50,74,18,161,1005281_d89p28_left.PNG,1005281_d89p28_right.PNG
1005282.stl,91.24578554467966,50,-85,163,0,1005282_d91p25_left.PNG,1005282_d91p25_right.PNG
1005283.stl,96.73912084108348,50,67,1,0,1005283_d96p74_left.PNG,1005283_d96p74_right.PNG
1005284.stl,95.34482246112168,50,52,18,163,1005284_d95p34_left.PNG,1005284_d95p34_right.PNG
1005285.stl,14.344337027165174,50,29,10,20,,
1005286.stl,92.90071676190162,50,110,-7,166,1005286_d92p90_left.PNG,1005286_d92p90_right.PNG
1005287.stl,89.44127155857429,50,64,34,157,1005287_d89p44_left.PNG,1005287_d89p44_right.PNG
1005288.stl,88.16358206396251,50,63,0,0,1005288_d88p16_left.PNG,1005288_d88p16_right.PNG
1005289.stl,95.13380820079497,50,62.6,8.97,0,1005289_d95p13_left.PNG,1005289_d95p13_right.PNG
1005290.stl,95.98994841519746,50,62.86,-14.49,0,1005290_d95p99_left.PNG,1005290_d95p99_right.PNG
1005587.stl,349.22328342637917,50,0,0,0,1005587_d349p22_left.PNG,1005587_d349p22_right.PNG
100606.stl,282.78675203892374,50,56,23,0,100606_d282p79_left.PNG,100606_d282p79_right.PNG
100638.stl,44.55901551186013,50,-20.94,-4.21,0,100638_d44p56_left.PNG,100638_d44p56_right.PNG
100639.stl,25.824188680800756,50,0,0,0,,
100640.stl,235.96402995277842,50,28.37,27.06,0,,
100641.stl,27.030190869642574,50,0,0,0,100641_d27p03_left.PNG,100641_d27p03_right.PNG
100642.stl,29.757575356920135,50,0,0,0,100642_d29p76_left.PNG,100642_d29p76_right.PNG
100643.stl,120.24687894484632,50,56,13,115,100643_d120p25_left.PNG,100643_d120p25_right.PNG
100644.stl,86.66579544433893,50,-21.84,25.54,0,100644_d86p67_left.PNG,100644_d86p67_right.PNG
100645.stl,117.00611101499872,50,44.73,10.82,0,,
100646.stl,83.44431071981407,50,0,0,0,,
100678.stl,64.79773653141095,50,24.64,-10.07,0,100678_d64p80_left.PNG,100678_d64p80_right.PNG
100682.stl,157.07113327472024,50,-12.26,19.45,0,100682_d157p07_left.PNG,100682_d157p07_right.PNG
100727.stl,23.13210100998881,50,19.93,22.37,0,100727_d23p13_left.PNG,100727_d23p13_right.PNG
100728.stl,36.641506519246725,50,0,0,0,100728_d36p64_left.PNG,100728_d36p64_right.PNG
100729.stl,49.583991245490054,50,0,0,0,100729_d49p58_left.PNG,100729_d49p58_right.PNG
100730.stl,51.8111907806491,50,0,0,0,100730_d51p81_left.PNG,100730_d51p81_right.PNG
"2016_ Musical bench of Oginsky in Minsk, Belarus_model-9013-1.stl",87.78776617369893,50,-142.07,49.59,0,"2016_ Musical bench of Oginsky in Minsk, Belarus_model-9013-1_d87p79_left.PNG","2016_ Musical bench of Oginsky in Minsk, Belarus_model-9013-1_d87p79_right.PNG"
Alexander Nevsky_8010-alley-of-rulers-moscow.stl,399.8075473097022,50,-71.2,2.73,0,Alexander Nevsky_8010-alley-of-rulers-moscow_d399p81_left.PNG,Alexander Nevsky_8010-alley-of-rulers-moscow_d399p81_right.PNG
Alexander the Great's Entry into Babylon (Panel 10_10)_a508-j.stl,2423.6388953966875,50,-90,0,0,,
Alexis of Russia_8007-alley-of-rulers-moscow.stl,427.89109583630903,50,-80.15,-3.59,12,Alexis of Russia_8007-alley-of-rulers-moscow_d427p89_left.PNG,Alexis of Russia_8007-alley-of-rulers-moscow_d427p89_right.PNG
Andrey Bogolyubsky_8004-alley-of-rulers-moscow.stl,430.38059650576724,50,-90.19,-20.55,0,Andrey Bogolyubsky_8004-alley-of-rulers-moscow_d430p38_left.PNG,Andrey Bogolyubsky_8004-alley-of-rulers-moscow_d430p38_right.PNG
Arthur Ashe monument_arthur-ashe.stl,215.40821735933676,50,-79.49,-1.18,0,Arthur Ashe monument_arthur-ashe_d215p41_left.PNG,Arthur Ashe monument_arthur-ashe_d215p41_right.PNG
BoredFrog.stl,161.4635993508391,50,-61.87,10.26,0,BoredFrog_d161p46_left.PNG,BoredFrog_d161p46_right.PNG
Boris Godunov_8009-alley-of-rulers-moscow.stl,353.66911224703375,50,-47.93,80.54,36,Boris Godunov_8009-alley-of-rulers-moscow_d353p67_left.PNG,Boris Godunov_8009-alley-of-rulers-moscow_d353p67_right.PNG
Bronze Monument to Adam Mickevich_model-9008.stl,248.71327499025264,50,-95.4,-0.3,0,Bronze Monument to Adam Mickevich_model-9008_d248p71_left.PNG,Bronze Monument to Adam Mickevich_model-9008_d248p71_right.PNG
Buddha of Bamiyan (Western)_buddhas-of-bamiyan.stl,513.8723679053957,50,-76.11,0.59,0,Buddha of Bamiyan (Western)_buddhas-of-bamiyan_d513p87_left.PNG,Buddha of Bamiyan (Western)_buddhas-of-bamiyan_d513p87_right.PNG
"Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano.stl",183.25821499069943,50,-87.56,-18.76,0,"Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano_d183p26_left.PNG","Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano_d183p26_right.PNG"
Cambay style marble gravestone_bm-islam-stone-cambay-style.stl,192.39230122814223,50,0,0,0,,
Feodor I of Russia_8011-alley-of-rulers-moscow.stl,313.11538293830716,50,-85.51,98.26,0,Feodor I of Russia_8011-alley-of-rulers-moscow_d313p12_left.PNG,Feodor I of Russia_8011-alley-of-rulers-moscow_d313p12_right.PNG
Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud.stl,220.8414224245755,50,-89.66,-8.6,0,Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud_d220p84_left.PNG,Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud_d220p84_right.PNG
Granite tub_vasca-in-granito.stl,201.8490241740624,50,-61.2,-4.06,0,Granite tub_vasca-in-granito_d201p85_left.PNG,Granite tub_vasca-in-granito_d201p85_right.PNG
Islamic Figurine of a Lion_bm-islamic-animal-figurine.stl,183.7995300760413,50,-47.82,-1.57,0,Islamic Figurine of a Lion_bm-islamic-animal-figurine_d183p80_left.PNG,Islamic Figurine of a Lion_bm-islamic-animal-figurine_d183p80_right.PNG
J. E. B. Stuart Monument_jeb-stuart.stl,237.61039885596665,50,-86.63,-73.68,0,J. E. B. Stuart Monument_jeb-stuart_d237p61_left.PNG,J. E. B. Stuart Monument_jeb-stuart_d237p61_right.PNG
Jefferson Davis Memorial_davis-monument.stl,223.42489794660426,50,-105.31,-72.18,0,Jefferson Davis Memorial_davis-monument_d223p42_left.PNG,Jefferson Davis Memorial_davis-monument_d223p42_right.PNG
Large_Deep_One_ver4.stl,130.17690820013772,50,-57.36,-1.97,0,Large_Deep_One_ver4_d130p18_left.PNG,Large_Deep_One_ver4_d130p18_right.PNG
Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain.stl,325.70462594480824,50,-59.31,-29.93,0,Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain_d325p70_left.PNG,Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain_d325p70_right.PNG
"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare.stl",193.82508203816923,50,-90,0,0,"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare_d193p83_left.PNG","Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare_d193p83_right.PNG"
Michael of Russia_8008-alley-of-rulers-moscow.stl,343.29971929416104,50,-90,90,0,Michael of Russia_8008-alley-of-rulers-moscow_d343p30_left.PNG,Michael of Russia_8008-alley-of-rulers-moscow_d343p30_right.PNG
Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3.stl,193.04983326737786,50,-90,0,0,Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3_d193p05_left.PNG,Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3_d193p05_right.PNG
Modern portrait of Tiberius_ritratto-moderno-di-tiberio.stl,188.43766883406704,50,-90,0,0,Modern portrait of Tiberius_ritratto-moderno-di-tiberio_d188p44_left.PNG,Modern portrait of Tiberius_ritratto-moderno-di-tiberio_d188p44_right.PNG
Monkey God_monkey-god-sculpture.stl,207.58289316389877,50,-90,0,0,Monkey God_monkey-god-sculpture_d207p58_left.PNG,Monkey God_monkey-god-sculpture_d207p58_right.PNG
Monument to Belarussian Artist Jazep Drazdovich_model-9016.stl,46.26755124361116,50,-90,0,0,Monument to Belarussian Artist Jazep Drazdovich_model-9016_d46p27_left.PNG,Monument to Belarussian Artist Jazep Drazdovich_model-9016_d46p27_right.PNG
Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1.stl,184.52203831755048,50,-90,90,0,Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1_d184p52_left.PNG,Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1_d184p52_right.PNG
Naga from Goa Gajah_goa-gaja-temple-ubud.stl,244.69558976320738,50,-93.2,16.83,0,Naga from Goa Gajah_goa-gaja-temple-ubud_d244p70_left.PNG,Naga from Goa Gajah_goa-gaja-temple-ubud_d244p70_right.PNG
Nilo Cesarini_nilo-cesarini.stl,200.28628031605257,50,-90,0,0,Nilo Cesarini_nilo-cesarini_d200p29_left.PNG,Nilo Cesarini_nilo-cesarini_d200p29_right.PNG
Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno.stl,184.03904581111897,50,0,0,0,Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno_d184p04_left.PNG,Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno_d184p04_right.PNG
Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla.stl,187.97039535908547,50,0,0,0,Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla_d187p97_left.PNG,Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla_d187p97_right.PNG
Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno.stl,185.7620767814079,50,0,0,0,Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno_d185p76_left.PNG,Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno_d185p76_right.PNG
"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation.stl",189.3030493401288,50,0,0,0,"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation_d189p30_left.PNG","Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation_d189p30_right.PNG"
Prikurivauchiy_model-9002.stl,63.69341787315181,50,-54.47,-2.01,0,Prikurivauchiy_model-9002_d63p69_left.PNG,Prikurivauchiy_model-9002_d63p69_right.PNG
Religious monument in Minsk_model-9018.stl,105.69511320789333,50,-51.15,-15.39,0,,
Sandstone stela inscribed in Meroitic script_bm-meroitic-stela.stl,183.23679975784592,50,-3.86,-31.94,0,,
Sculpture at the Minsk Children's library_model-9010.stl,114.73301394353831,50,-90,3.2,0,Sculpture at the Minsk Children's library_model-9010_d114p73_left.PNG,Sculpture at the Minsk Children's library_model-9010_d114p73_right.PNG
Sculpture of a Lady on a Bench_model-9001.stl,78.35592823001473,50,-75.98,-8.57,0,Sculpture of a Lady on a Bench_model-9001_d78p36_left.PNG,Sculpture of a Lady on a Bench_model-9001_d78p36_right.PNG
Sculpture standing over the design plan of the city of Minsk_model-9012.stl,111.88652766704284,50,-90,0,0,Sculpture standing over the design plan of the city of Minsk_model-9012_d111p89_left.PNG,Sculpture standing over the design plan of the city of Minsk_model-9012_d111p89_right.PNG
Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow.stl,342.88860266315857,50,-110.36,-82.02,16,Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow_d342p89_left.PNG,Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow_d342p89_right.PNG
St. Charbel sculpture_model-9004.stl,93.9834382306791,50,-57.14,20.01,-23,St. Charbel sculpture_model-9004_d93p98_left.PNG,St. Charbel sculpture_model-9004_d93p98_right.PNG
Statue of Saint George killing the Dragon_model-9003.stl,164.30047795960988,50,-90,-90,25,Statue of Saint George killing the Dragon_model-9003_d164p30_left.PNG,Statue of Saint George killing the Dragon_model-9003_d164p30_right.PNG
Statuette of Artemis Ephesia_statuetta-di-artemide-efesia.stl,197.14273424680323,50,-90,0,0,Statuette of Artemis Ephesia_statuetta-di-artemide-efesia_d197p14_left.PNG,Statuette of Artemis Ephesia_statuetta-di-artemide-efesia_d197p14_right.PNG
Sviatoslav I_7999-alley-of-rulers-moscow.stl,437.9226788972788,50,-90,0,0,Sviatoslav I_7999-alley-of-rulers-moscow_d437p92_left.PNG,Sviatoslav I_7999-alley-of-rulers-moscow_d437p92_right.PNG
The Girl with an Umbrella_model-9000.stl,10.57912399122359,50,0,0,0,The Girl with an Umbrella_model-9000_d10p58_left.PNG,The Girl with an Umbrella_model-9000_d10p58_right.PNG
Virgin Mary sculpture_model-9005.stl,200.47051191458795,50,-90,0,0,Virgin Mary sculpture_model-9005_d200p47_left.PNG,Virgin Mary sculpture_model-9005_d200p47_right.PNG
Vladimir II Monomakh_8002-alley-of-rulers-moscow.stl,302.1406307722053,50,-90,0,0,Vladimir II Monomakh_8002-alley-of-rulers-moscow_d302p14_left.PNG,Vladimir II Monomakh_8002-alley-of-rulers-moscow_d302p14_right.PNG
Vladimir the Great_8000-alley-of-rulers-moscow.stl,189.1853799223367,50,-90,0,0,Vladimir the Great_8000-alley-of-rulers-moscow_d189p19_left.PNG,Vladimir the Great_8000-alley-of-rulers-moscow_d189p19_right.PNG
Vsevolod the Big Nest_8005-alley-of-rulers-moscow.stl,411.2043760995664,50,-90,0,0,Vsevolod the Big Nest_8005-alley-of-rulers-moscow_d411p20_left.PNG,Vsevolod the Big Nest_8005-alley-of-rulers-moscow_d411p20_right.PNG
Yaroslav the Wise_8001-alley-of-rulers-moscow.stl,401.7582964671796,50,-90,0,0,Yaroslav the Wise_8001-alley-of-rulers-moscow_d401p76_left.PNG,Yaroslav the Wise_8001-alley-of-rulers-moscow_d401p76_right.PNG
Youth_model-9006.stl,123.1026058362679,50,-90,0,0,Youth_model-9006_d123p10_left.PNG,Youth_model-9006_d123p10_right.PNG
Yuri the Long Hands_8003-alley-of-rulers-moscow.stl,187.86890369779104,50,-90,0,0,Yuri the Long Hands_8003-alley-of-rulers-moscow_d187p87_left.PNG,Yuri the Long Hands_8003-alley-of-rulers-moscow_d187p87_right.PNG
piantafanculo_mano.stl,113.14002928156664,50,-90,0,0,piantafanculo_mano_d113p14_left.PNG,piantafanculo_mano_d113p14_right.PNG
