filename,d,o,rx,ry,rz,left,right
Buddha of Bamiyan (Western)_buddhas-of-bamiyan.stl,374.7,50,-86.10,-96.47,-153.56,Buddha of Bamiyan (Western)_buddhas-of-bamiyan_row32_left.png,Buddha of Bamiyan (Western)_buddhas-of-bamiyan_row32_right.png
Buddha of Bamiyan (Western)_buddhas-of-bamiyan.stl,479.3,50,34.63,-124.76,-148.82,Buddha of Bamiyan (Western)_buddhas-of-bamiyan_row33_left.png,Buddha of Bamiyan (Western)_buddhas-of-bamiyan_row33_right.png
"Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano.stl",509.7,50,125.71,65.12,-165.22,"Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano_row34_left.png","Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano_row34_right.png"
"Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano.stl",574.2,50,-39.30,-64.06,-133.77,"Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano_row35_left.png","Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano_row35_right.png"
"Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano.stl",696.6,50,154.17,-152.83,-152.23,"Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano_row36_left.png","Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano_row36_right.png"
Cambay style marble gravestone_bm-islam-stone-cambay-style.stl,175.0,50,67.66,-109.14,157.12,Cambay style marble gravestone_bm-islam-stone-cambay-style_row37_left.png,Cambay style marble gravestone_bm-islam-stone-cambay-style_row37_right.png
Cambay style marble gravestone_bm-islam-stone-cambay-style.stl,694.2,50,-76.05,-54.75,-153.18,Cambay style marble gravestone_bm-islam-stone-cambay-style_row38_left.png,Cambay style marble gravestone_bm-islam-stone-cambay-style_row38_right.png
Cambay style marble gravestone_bm-islam-stone-cambay-style.stl,580.7,50,137.55,75.49,141.30,Cambay style marble gravestone_bm-islam-stone-cambay-style_row39_left.png,Cambay style marble gravestone_bm-islam-stone-cambay-style_row39_right.png
Feodor I of Russia_8011-alley-of-rulers-moscow.stl,556.2,50,37.95,-41.86,-84.82,Feodor I of Russia_8011-alley-of-rulers-moscow_row40_left.png,Feodor I of Russia_8011-alley-of-rulers-moscow_row40_right.png
Feodor I of Russia_8011-alley-of-rulers-moscow.stl,632.6,50,126.35,138.99,163.14,Feodor I of Russia_8011-alley-of-rulers-moscow_row41_left.png,Feodor I of Russia_8011-alley-of-rulers-moscow_row41_right.png
Feodor I of Russia_8011-alley-of-rulers-moscow.stl,503.3,50,-102.19,57.56,2.18,Feodor I of Russia_8011-alley-of-rulers-moscow_row42_left.png,Feodor I of Russia_8011-alley-of-rulers-moscow_row42_right.png
Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud.stl,377.3,50,-133.97,-13.42,-151.69,Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud_row43_left.png,Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud_row43_right.png
Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud.stl,656.0,50,4.06,156.39,74.88,Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud_row44_left.png,Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud_row44_right.png
Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud.stl,492.1,50,111.63,55.35,-97.72,Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud_row45_left.png,Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud_row45_right.png
Granite tub_vasca-in-granito.stl,799.1,50,-97.98,-156.27,91.10,Granite tub_vasca-in-granito_row46_left.png,Granite tub_vasca-in-granito_row46_right.png
Granite tub_vasca-in-granito.stl,527.2,50,21.84,-48.45,167.94,Granite tub_vasca-in-granito_row47_left.png,Granite tub_vasca-in-granito_row47_right.png
Granite tub_vasca-in-granito.stl,788.0,50,53.59,54.10,-161.05,Granite tub_vasca-in-granito_row48_left.png,Granite tub_vasca-in-granito_row48_right.png
Islamic Figurine of a Lion_bm-islamic-animal-figurine.stl,294.4,50,31.08,-23.32,142.00,Islamic Figurine of a Lion_bm-islamic-animal-figurine_row49_left.png,Islamic Figurine of a Lion_bm-islamic-animal-figurine_row49_right.png
Islamic Figurine of a Lion_bm-islamic-animal-figurine.stl,351.2,50,-35.25,-91.92,-11.84,Islamic Figurine of a Lion_bm-islamic-animal-figurine_row50_left.png,Islamic Figurine of a Lion_bm-islamic-animal-figurine_row50_right.png
Islamic Figurine of a Lion_bm-islamic-animal-figurine.stl,747.7,50,143.05,-175.92,-118.37,Islamic Figurine of a Lion_bm-islamic-animal-figurine_row51_left.png,Islamic Figurine of a Lion_bm-islamic-animal-figurine_row51_right.png
J. E. B. Stuart Monument_jeb-stuart.stl,632.4,50,-136.95,-67.76,84.16,J. E. B. Stuart Monument_jeb-stuart_row52_left.png,J. E. B. Stuart Monument_jeb-stuart_row52_right.png
J. E. B. Stuart Monument_jeb-stuart.stl,341.7,50,80.06,-132.21,119.88,J. E. B. Stuart Monument_jeb-stuart_row53_left.png,J. E. B. Stuart Monument_jeb-stuart_row53_right.png
J. E. B. Stuart Monument_jeb-stuart.stl,764.8,50,-170.80,-123.96,-85.11,J. E. B. Stuart Monument_jeb-stuart_row54_left.png,J. E. B. Stuart Monument_jeb-stuart_row54_right.png
Jefferson Davis Memorial_davis-monument.stl,639.5,50,-142.33,116.74,-134.50,Jefferson Davis Memorial_davis-monument_row55_left.png,Jefferson Davis Memorial_davis-monument_row55_right.png
Jefferson Davis Memorial_davis-monument.stl,574.2,50,98.00,-113.96,-159.59,Jefferson Davis Memorial_davis-monument_row56_left.png,Jefferson Davis Memorial_davis-monument_row56_right.png
Jefferson Davis Memorial_davis-monument.stl,318.6,50,13.84,-153.85,145.15,Jefferson Davis Memorial_davis-monument_row57_left.png,Jefferson Davis Memorial_davis-monument_row57_right.png
Large_Deep_One_ver4.stl,232.8,50,6.84,-163.49,-63.39,Large_Deep_One_ver4_row58_left.png,Large_Deep_One_ver4_row58_right.png
Large_Deep_One_ver4.stl,515.4,50,-74.82,-112.95,-159.73,Large_Deep_One_ver4_row59_left.png,Large_Deep_One_ver4_row59_right.png
Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain.stl,330.0,50,155.68,-116.92,-144.76,Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain_row60_left.png,Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain_row60_right.png
Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain.stl,285.3,50,-116.05,75.85,90.86,Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain_row61_left.png,Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain_row61_right.png
Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain.stl,412.8,50,92.14,-92.10,172.58,Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain_row62_left.png,Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain_row62_right.png
"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare.stl",241.7,50,-123.24,-57.75,83.87,"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare_row63_left.png","Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare_row63_right.png"
"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare.stl",458.2,50,79.69,27.06,139.55,"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare_row64_left.png","Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare_row64_right.png"
"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare.stl",490.3,50,-65.56,88.67,-147.17,"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare_row65_left.png","Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare_row65_right.png"
Michael of Russia_8008-alley-of-rulers-moscow.stl,687.3,50,-50.81,-159.33,104.70,Michael of Russia_8008-alley-of-rulers-moscow_row66_left.png,Michael of Russia_8008-alley-of-rulers-moscow_row66_right.png
Michael of Russia_8008-alley-of-rulers-moscow.stl,328.7,50,156.25,-69.18,52.69,Michael of Russia_8008-alley-of-rulers-moscow_row67_left.png,Michael of Russia_8008-alley-of-rulers-moscow_row67_right.png
Michael of Russia_8008-alley-of-rulers-moscow.stl,563.9,50,174.94,149.33,136.94,Michael of Russia_8008-alley-of-rulers-moscow_row68_left.png,Michael of Russia_8008-alley-of-rulers-moscow_row68_right.png
Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3.stl,302.4,50,-28.82,10.65,-11.62,Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3_row69_left.png,Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3_row69_right.png
Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3.stl,620.4,50,97.26,-176.25,-140.24,Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3_row70_left.png,Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3_row70_right.png
Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3.stl,229.0,50,179.53,18.17,41.72,Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3_row71_left.png,Modern portrait bust known as Scipio_busto-ritratto-moderno-detto-scipione3_row71_right.png
Modern portrait of Tiberius_ritratto-moderno-di-tiberio.stl,738.5,50,96.61,-52.20,-40.30,Modern portrait of Tiberius_ritratto-moderno-di-tiberio_row72_left.png,Modern portrait of Tiberius_ritratto-moderno-di-tiberio_row72_right.png
Modern portrait of Tiberius_ritratto-moderno-di-tiberio.stl,316.5,50,-122.27,72.51,-138.80,Modern portrait of Tiberius_ritratto-moderno-di-tiberio_row73_left.png,Modern portrait of Tiberius_ritratto-moderno-di-tiberio_row73_right.png
Modern portrait of Tiberius_ritratto-moderno-di-tiberio.stl,279.1,50,-53.04,-123.19,-101.80,Modern portrait of Tiberius_ritratto-moderno-di-tiberio_row74_left.png,Modern portrait of Tiberius_ritratto-moderno-di-tiberio_row74_right.png
Monkey God_monkey-god-sculpture.stl,510.8,50,39.46,-16.08,-9.75,Monkey God_monkey-god-sculpture_row75_left.png,Monkey God_monkey-god-sculpture_row75_right.png
Monkey God_monkey-god-sculpture.stl,442.1,50,133.08,-113.32,-67.44,Monkey God_monkey-god-sculpture_row76_left.png,Monkey God_monkey-god-sculpture_row76_right.png
Monkey God_monkey-god-sculpture.stl,495.3,50,-169.62,-118.07,156.48,Monkey God_monkey-god-sculpture_row77_left.png,Monkey God_monkey-god-sculpture_row77_right.png
Monument to Belarussian Artist Jazep Drazdovich_model-9016.stl,223.7,50,-135.47,-27.01,75.87,Monument to Belarussian Artist Jazep Drazdovich_model-9016_row78_left.png,Monument to Belarussian Artist Jazep Drazdovich_model-9016_row78_right.png
Monument to Belarussian Artist Jazep Drazdovich_model-9016.stl,176.7,50,-79.59,53.14,7.98,Monument to Belarussian Artist Jazep Drazdovich_model-9016_row79_left.png,Monument to Belarussian Artist Jazep Drazdovich_model-9016_row79_right.png
Monument to Belarussian Artist Jazep Drazdovich_model-9016.stl,773.5,50,-23.44,116.44,-105.18,Monument to Belarussian Artist Jazep Drazdovich_model-9016_row80_left.png,Monument to Belarussian Artist Jazep Drazdovich_model-9016_row80_right.png
Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1.stl,321.4,50,-50.84,-71.53,-149.00,Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1_row81_left.png,Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1_row81_right.png
Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1.stl,265.3,50,16.28,-134.84,63.85,Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1_row82_left.png,Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1_row82_right.png
Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1.stl,515.4,50,6.22,144.88,105.18,Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1_row83_left.png,Monument to Vintsent Dunin-Marcinkievič and Stanisław Moniuszko_model-9010-1_row83_right.png
Naga from Goa Gajah_goa-gaja-temple-ubud.stl,692.2,50,-120.98,-104.49,19.65,Naga from Goa Gajah_goa-gaja-temple-ubud_row84_left.png,Naga from Goa Gajah_goa-gaja-temple-ubud_row84_right.png
Naga from Goa Gajah_goa-gaja-temple-ubud.stl,270.6,50,-90.17,5.83,-149.33,Naga from Goa Gajah_goa-gaja-temple-ubud_row85_left.png,Naga from Goa Gajah_goa-gaja-temple-ubud_row85_right.png
Naga from Goa Gajah_goa-gaja-temple-ubud.stl,596.1,50,127.30,-23.89,6.33,Naga from Goa Gajah_goa-gaja-temple-ubud_row86_left.png,Naga from Goa Gajah_goa-gaja-temple-ubud_row86_right.png
Nilo Cesarini_nilo-cesarini.stl,762.6,50,99.05,122.92,20.97,Nilo Cesarini_nilo-cesarini_row87_left.png,Nilo Cesarini_nilo-cesarini_row87_right.png
Nilo Cesarini_nilo-cesarini.stl,667.3,50,-162.40,-86.49,-23.71,Nilo Cesarini_nilo-cesarini_row88_left.png,Nilo Cesarini_nilo-cesarini_row88_right.png
Nilo Cesarini_nilo-cesarini.stl,762.9,50,165.05,26.39,-12.07,Nilo Cesarini_nilo-cesarini_row89_left.png,Nilo Cesarini_nilo-cesarini_row89_right.png
Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno.stl,393.4,50,-169.01,64.70,-41.03,Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno_row90_left.png,Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno_row90_right.png
Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno.stl,234.6,50,142.74,158.91,-179.92,Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno_row91_left.png,Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno_row91_right.png
Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno.stl,753.0,50,157.37,101.74,-169.38,Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno_row92_left.png,Portrait of Antoninus Pius on a modern bust_ritratto-di-antonino-pio-su-busto-moderno_row92_right.png
Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla.stl,252.5,50,-86.00,46.28,-177.04,Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla_row93_left.png,Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla_row93_right.png
Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla.stl,605.5,50,-135.42,57.42,13.50,Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla_row94_left.png,Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla_row94_right.png
Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla.stl,713.7,50,-90.25,134.51,-148.00,Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla_row95_left.png,Portrait of Caracalla on ancient unrelated bust_ritratto-di-caracalla_row95_right.png
Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno.stl,493.7,50,-77.44,122.84,-134.72,Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno_row96_left.png,Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno_row96_right.png
Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno.stl,749.8,50,-97.16,76.61,-111.61,Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno_row97_left.png,Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno_row97_right.png
Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno.stl,538.6,50,-17.34,70.21,32.54,Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno_row98_left.png,Portrait of Severus Alexander on a modern bust_ritratto-di-alessandro-severo-su-busto-moderno_row98_right.png
"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation.stl",574.1,50,-56.92,147.92,-76.12,"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation_row99_left.png","Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation_row99_right.png"
"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation.stl",381.8,50,-15.42,130.23,70.43,"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation_row100_left.png","Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation_row100_right.png"
"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation.stl",667.2,50,-127.70,-101.09,58.02,"Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation_row101_left.png","Portrait of a young prince, kown as Romolo Augustolo on an ancient bust_ritratto-di-giovane-principe-detto-romolo-augustolo-reparation_row101_right.png"
Prikurivauchiy_model-9002.stl,368.0,50,172.28,-75.92,-50.30,Prikurivauchiy_model-9002_row102_left.png,Prikurivauchiy_model-9002_row102_right.png
Prikurivauchiy_model-9002.stl,165.7,50,103.74,43.60,53.80,Prikurivauchiy_model-9002_row103_left.png,Prikurivauchiy_model-9002_row103_right.png
Prikurivauchiy_model-9002.stl,613.9,50,-21.34,86.23,162.59,Prikurivauchiy_model-9002_row104_left.png,Prikurivauchiy_model-9002_row104_right.png
Religious monument in Minsk_model-9018.stl,484.1,50,156.21,-77.97,-152.17,Religious monument in Minsk_model-9018_row105_left.png,Religious monument in Minsk_model-9018_row105_right.png
Religious monument in Minsk_model-9018.stl,160.7,50,128.63,162.87,8.30,Religious monument in Minsk_model-9018_row106_left.png,Religious monument in Minsk_model-9018_row106_right.png
Religious monument in Minsk_model-9018.stl,718.5,50,170.41,-151.85,72.28,Religious monument in Minsk_model-9018_row107_left.png,Religious monument in Minsk_model-9018_row107_right.png
Sandstone stela inscribed in Meroitic script_bm-meroitic-stela.stl,471.9,50,-6.59,-47.88,-71.69,Sandstone stela inscribed in Meroitic script_bm-meroitic-stela_row108_left.png,Sandstone stela inscribed in Meroitic script_bm-meroitic-stela_row108_right.png
Sandstone stela inscribed in Meroitic script_bm-meroitic-stela.stl,311.2,50,165.97,39.32,170.52,Sandstone stela inscribed in Meroitic script_bm-meroitic-stela_row109_left.png,Sandstone stela inscribed in Meroitic script_bm-meroitic-stela_row109_right.png
Sandstone stela inscribed in Meroitic script_bm-meroitic-stela.stl,393.2,50,-146.98,72.95,87.43,Sandstone stela inscribed in Meroitic script_bm-meroitic-stela_row110_left.png,Sandstone stela inscribed in Meroitic script_bm-meroitic-stela_row110_right.png
Sculpture at the Minsk Children's library_model-9010.stl,410.1,50,-110.37,80.96,75.10,Sculpture at the Minsk Children's library_model-9010_row111_left.png,Sculpture at the Minsk Children's library_model-9010_row111_right.png
Sculpture at the Minsk Children's library_model-9010.stl,183.9,50,59.98,66.30,-93.64,Sculpture at the Minsk Children's library_model-9010_row112_left.png,Sculpture at the Minsk Children's library_model-9010_row112_right.png
Sculpture at the Minsk Children's library_model-9010.stl,703.1,50,-125.40,-176.94,-112.76,Sculpture at the Minsk Children's library_model-9010_row113_left.png,Sculpture at the Minsk Children's library_model-9010_row113_right.png
Sculpture of a Lady on a Bench_model-9001.stl,793.6,50,95.40,-81.09,90.94,Sculpture of a Lady on a Bench_model-9001_row114_left.png,Sculpture of a Lady on a Bench_model-9001_row114_right.png
Sculpture of a Lady on a Bench_model-9001.stl,576.2,50,91.41,147.00,18.98,Sculpture of a Lady on a Bench_model-9001_row115_left.png,Sculpture of a Lady on a Bench_model-9001_row115_right.png
Sculpture of a Lady on a Bench_model-9001.stl,211.2,50,-93.97,146.78,-163.24,Sculpture of a Lady on a Bench_model-9001_row116_left.png,Sculpture of a Lady on a Bench_model-9001_row116_right.png
