filename,d,o,rx,ry,rz,left,right
Andrey Bogolyubsky_8004-alley-of-rulers-moscow.stl,592.01,50,-90.19,-20.55,0,Andrey Bogolyubsky_8004-alley-of-rulers-moscow_d592p01_left.PNG,Andrey Bogolyubsky_8004-alley-of-rulers-moscow_d592p01_right.PNG
Andrey Bogolyubsky_8004-alley-of-rulers-moscow.stl,279.86,50,-90.19,-20.55,0,Andrey Bogolyubsky_8004-alley-of-rulers-moscow_d279p86_left.PNG,Andrey Bogolyubsky_8004-alley-of-rulers-moscow_d279p86_right.PNG
Arthur Ashe monument_arthur-ashe.stl,133.17,50,-90,0,0,Arthur Ashe monument_arthur-ashe_d133p17_left.PNG,Arthur Ashe monument_arthur-ashe_d133p17_right.PNG
Arthur Ashe monument_arthur-ashe.stl,155.03,50,-90,0,0,Arthur Ashe monument_arthur-ashe_d155p03_left.PNG,Arthur Ashe monument_arthur-ashe_d155p03_right.PNG
Arthur Ashe monument_arthur-ashe.stl,298.57,50,-90,0,0,Arthur Ashe monument_arthur-ashe_d298p57_left.PNG,Arthur Ashe monument_arthur-ashe_d298p57_right.PNG
BoredFrog.stl,118.36,50,0,32,88,BoredFrog_d118p36_left.PNG,BoredFrog_d118p36_right.PNG
BoredFrog.stl,104.88,50,0,32,88,BoredFrog_d104p88_left.PNG,BoredFrog_d104p88_right.PNG
BoredFrog.stl,206.48,50,0,32,88,BoredFrog_d206p48_left.PNG,BoredFrog_d206p48_right.PNG
Boris Godunov_8009-alley-of-rulers-moscow.stl,514.47,50,-2.9,80.55,91,Boris Godunov_8009-alley-of-rulers-moscow_d514p47_left.PNG,Boris Godunov_8009-alley-of-rulers-moscow_d514p47_right.PNG
Boris Godunov_8009-alley-of-rulers-moscow.stl,287.39,50,-2.9,80.55,91,Boris Godunov_8009-alley-of-rulers-moscow_d287p39_left.PNG,Boris Godunov_8009-alley-of-rulers-moscow_d287p39_right.PNG
Boris Godunov_8009-alley-of-rulers-moscow.stl,234.57,50,-2.9,80.55,91,Boris Godunov_8009-alley-of-rulers-moscow_d234p57_left.PNG,Boris Godunov_8009-alley-of-rulers-moscow_d234p57_right.PNG
Bronze Monument to Adam Mickevich_model-9008.stl,269.69,50,-76,-23,0,Bronze Monument to Adam Mickevich_model-9008_d269p69_left.PNG,Bronze Monument to Adam Mickevich_model-9008_d269p69_right.PNG
Bronze Monument to Adam Mickevich_model-9008.stl,223.28,50,-76,-23,0,Bronze Monument to Adam Mickevich_model-9008_d223p28_left.PNG,Bronze Monument to Adam Mickevich_model-9008_d223p28_right.PNG
Bronze Monument to Adam Mickevich_model-9008.stl,369.19,50,-76,-23,0,Bronze Monument to Adam Mickevich_model-9008_d369p19_left.PNG,Bronze Monument to Adam Mickevich_model-9008_d369p19_right.PNG
"Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano.stl",242.36,50,-83,-31,0,"Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano_d242p36_left.PNG","Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano_d242p36_right.PNG"
"Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano.stl",115.14,50,-83,-31,0,"Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano_d115p14_left.PNG","Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano_d115p14_right.PNG"
"Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano.stl",158.73,50,-83,-31,0,"Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano_d158p73_left.PNG","Bust of a drunken Satyr, replica of the Herculaneum type_busto-di-satiro-ebbro-replica-del-tipo-ercolano_d158p73_right.PNG"
Feodor I of Russia_8011-alley-of-rulers-moscow.stl,386.28,50,0,91,93,Feodor I of Russia_8011-alley-of-rulers-moscow_d386p28_left.PNG,Feodor I of Russia_8011-alley-of-rulers-moscow_d386p28_right.PNG
Feodor I of Russia_8011-alley-of-rulers-moscow.stl,312.28,50,0,91,93,Feodor I of Russia_8011-alley-of-rulers-moscow_d312p28_left.PNG,Feodor I of Russia_8011-alley-of-rulers-moscow_d312p28_right.PNG
Feodor I of Russia_8011-alley-of-rulers-moscow.stl,428.21,50,0,91,93,Feodor I of Russia_8011-alley-of-rulers-moscow_d428p21_left.PNG,Feodor I of Russia_8011-alley-of-rulers-moscow_d428p21_right.PNG
Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud.stl,188.55,50,-87,-9,2,Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud_d188p55_left.PNG,Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud_d188p55_right.PNG
Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud.stl,308.20,50,-87,-9,2,Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud_d308p20_left.PNG,Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud_d308p20_right.PNG
Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud.stl,303.60,50,-87,-9,2,Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud_d303p60_left.PNG,Figure at the entrance of Goa Gajah_goa-gaja-temple-ubud_d303p60_right.PNG
Granite tub_vasca-in-granito.stl,259.76,50,-60.15,-0.62,0,Granite tub_vasca-in-granito_d259p76_left.PNG,Granite tub_vasca-in-granito_d259p76_right.PNG
Granite tub_vasca-in-granito.stl,128.97,50,-60.15,-0.62,0,Granite tub_vasca-in-granito_d128p97_left.PNG,Granite tub_vasca-in-granito_d128p97_right.PNG
Granite tub_vasca-in-granito.stl,229.72,50,-60.15,-0.62,0,Granite tub_vasca-in-granito_d229p72_left.PNG,Granite tub_vasca-in-granito_d229p72_right.PNG
Islamic Figurine of a Lion_bm-islamic-animal-figurine.stl,149.74,50,-68,0,0,Islamic Figurine of a Lion_bm-islamic-animal-figurine_d149p74_left.PNG,Islamic Figurine of a Lion_bm-islamic-animal-figurine_d149p74_right.PNG
Islamic Figurine of a Lion_bm-islamic-animal-figurine.stl,272.99,50,-68,0,0,Islamic Figurine of a Lion_bm-islamic-animal-figurine_d272p99_left.PNG,Islamic Figurine of a Lion_bm-islamic-animal-figurine_d272p99_right.PNG
Islamic Figurine of a Lion_bm-islamic-animal-figurine.stl,247.70,50,-68,0,0,Islamic Figurine of a Lion_bm-islamic-animal-figurine_d247p70_left.PNG,Islamic Figurine of a Lion_bm-islamic-animal-figurine_d247p70_right.PNG
J. E. B. Stuart Monument_jeb-stuart.stl,147.74,50,-21,-68,298,J. E. B. Stuart Monument_jeb-stuart_d147p74_left.PNG,J. E. B. Stuart Monument_jeb-stuart_d147p74_right.PNG
J. E. B. Stuart Monument_jeb-stuart.stl,186.06,50,-21,-68,298,J. E. B. Stuart Monument_jeb-stuart_d186p06_left.PNG,J. E. B. Stuart Monument_jeb-stuart_d186p06_right.PNG
J. E. B. Stuart Monument_jeb-stuart.stl,232.64,50,-21,-68,298,J. E. B. Stuart Monument_jeb-stuart_d232p64_left.PNG,J. E. B. Stuart Monument_jeb-stuart_d232p64_right.PNG
Jefferson Davis Memorial_davis-monument.stl,167.19,50,-94,-105,0,Jefferson Davis Memorial_davis-monument_d167p19_left.PNG,Jefferson Davis Memorial_davis-monument_d167p19_right.PNG
Jefferson Davis Memorial_davis-monument.stl,289.83,50,-94,-105,0,Jefferson Davis Memorial_davis-monument_d289p83_left.PNG,Jefferson Davis Memorial_davis-monument_d289p83_right.PNG
Jefferson Davis Memorial_davis-monument.stl,297.50,50,-94,-105,0,Jefferson Davis Memorial_davis-monument_d297p50_left.PNG,Jefferson Davis Memorial_davis-monument_d297p50_right.PNG
Large_Deep_One_ver4.stl,185.27,50,-98,-4,0,Large_Deep_One_ver4_d185p27_left.PNG,Large_Deep_One_ver4_d185p27_right.PNG
Large_Deep_One_ver4.stl,112.63,50,-98,-4,0,Large_Deep_One_ver4_d112p63_left.PNG,Large_Deep_One_ver4_d112p63_right.PNG
Large_Deep_One_ver4.stl,189.45,50,-98,-4,0,Large_Deep_One_ver4_d189p45_left.PNG,Large_Deep_One_ver4_d189p45_right.PNG
Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain.stl,348.29,50,-70,-56,0,Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain_d348p29_left.PNG,Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain_d348p29_right.PNG
Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain.stl,341.71,50,-70,-56,0,Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain_d341p71_left.PNG,Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain_d341p71_right.PNG
Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain.stl,476.71,50,-70,-56,0,Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain_d476p71_left.PNG,Left side triton of Trevi Fountain_trevi-fountain-left-side-sculpture-trevi-fountain_d476p71_right.PNG
"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare.stl",263.80,50,-90,0,0,"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare_d263p80_left.PNG","Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare_d263p80_right.PNG"
"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare.stl",131.54,50,-90,0,0,"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare_d131p54_left.PNG","Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare_d131p54_right.PNG"
"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare.stl",231.65,50,-90,0,0,"Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare_d231p65_left.PNG","Male portrait on an ancient bust, called Caesar_ritratto-maschile-su-busto-antico-non-pertinente-detto-cesare_d231p65_right.PNG"
Michael of Russia_8008-alley-of-rulers-moscow.stl,348.18,50,-90,90,0,Michael of Russia_8008-alley-of-rulers-moscow_d348p18_left.PNG,Michael of Russia_8008-alley-of-rulers-moscow_d348p18_right.PNG
